,Unnamed: 0,premise,text,stance
1492,1492.0,fauci,We need an @JoeBiden /#DrFauci led  Coronavirus Task Force.,1
2480,2480.0,fauci,"@ConfedofLunches You Rock :guitar: :sign_of_the_horns:!!! And for that I leave you the two I made before I fell asleep #CheetoMcAsshat #DonnieDollhands #AmericaorTrump #FactsoverFiction #DelusionalDonnie #TrumpisNotWell 
#ByeDonJr #KidsLivesMatter #TrumpVirus #Biden2020Landslide",0
466,466.0,face masks,"Wearing a mask and social distancing doesn't mean you are ""living in fear."" It's like wearing a seat belt or using your headlights in the rain, it's for your safety and the safety of others.",1
3560,3560.0,stay at home orders,@BernieSanders This is the time to,0
601,601.0,face masks,"@traveling_soul9 @molmccann ‘In short, cloth masks are largely symbolic. The science hasn’t changed, but the agenda has.’ ",2
1510,1510.0,fauci,@dawn_comfort @LukeMessac @ScottGottliebMD He never said he lied about masks. He said he didn’t want everyone to rush out and buy up the masks that the frontline workers needed. Wear a darn mask and leave Dr Fauci alone! Please and thank you.,1
1149,1149.0,face masks,2020 is proof that not only is “The American Dream” not real but it’s a Nightmare. #COVID19,0
606,606.0,face masks,@StephenMcNeil @JustinTrudeau teachers are essential workers. Classrooms with students are essential. Stop with the insanity &amp; get our schools / sports up &amp; running fully September. U guys have no idea mental anguish u caused the kids. Masks are an individuals choice.,2
2681,2681.0,fauci,"@brad_polumbo @RandPaul @dcexaminer A patriot friend had Kawasaki’s diesease at the age of 2... spent three days in the hospital and you know what the treatment was...ASPRIN!! It’s been correlated to coronavirus for YEARS, not specifically COVID-19.  These people are sick. @RandPaul",0
735,735.0,face masks,@dougducey No! Stop your stupid propaganda. Get out of here you communist! Masks are worthless and it’s stupid to wear them. #DumpDucey,2
3942,3942.0,school closures,"@ASlavitt No school is worth attending if it means your kid’s/kids’funeral, memorial service or cremation will be held w/in about 3 wks, more or less because of it! 

#COVID19",1
2649,2649.0,fauci,"Win up too $4,000 in Quicken Loans Quickly sweepstakes!!! #COVID19 #Trump2020 #TrumpPressConference #sweepstakes #giveaway #DrFauci #whiteprivilege",0
644,644.0,face masks,@JasmineWWG1WGA @simondolan I went to @sainsburys yesterday walked straight in nobody stopped me I was the only person in there without a mask and the looks of disdain off people just made me more determined #COVIDー19,2
477,477.0,face masks,I’m not religious but this little ditty popped into my head today... Maybe this will help those who proclaim to be “Christian” with wearing a mask.    “Wear a mask and say your prayers because Jesus and Corona are everywhere.”  -,1
2141,2141.0,fauci,@ACTforAmerica @Jim_Jordan Jim Jordan is a hero saying it like the REAL American people think!  Fauci is a paid off shill globalist assisting China in a bioweapon attack. #FireFauciNow,2
1944,1944.0,fauci,@GKeile Fauci is no more a scientist than Bill Nye,2
3495,3495.0,stay at home orders,:notes::arrow_forward:Don't call me back @joeboyofficial On #Totorimuzik @Djitchyfingazz:headphones: #spinning:arrows_counterclockwise: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,0
2111,2111.0,fauci,"@Liz_Wheeler Initially, I admired this guy; however, his words &amp; actions regarding COVID-19 have showed me beyond any doubt that he is a phony &amp; a fraud (and maybe worse).",2
1896,1896.0,fauci,"@realDonaldTrump Fauci is literally killing people by hindering ability to access HCQ. Lockdown ruined lives, depression huge problem. Looks bad you keep him on.

Why ????",2
3063,3063.0,stay at home orders,"If you haven’t realised where this is heading 
you really need to wake up very quickly ...

Stop worrying about a virus,that If it did ever exist, is long gone.
Your life is being torn apart, and you just accept it?...WTFU
#Plandemic #COVID__19 #coronavirus #mask",2
729,729.0,face masks,"Mark my words- FL, AZ, TX are through the worst.  But it's not bc of masks.  It's bc it's been about 4-5 wks.  That's the cycle.  Just like it was in NY.",2
1252,1252.0,face masks,"Suicide figures are up 200% since lockdown. Could 2 friends please copy and re-post this tweet? We’re trying to demonstrate that someone is always listening.

Call 116 123 (Samaritans UK)

Just two. Any two. Copy, not retweet
#SuicideAwareness #KBF",0
3070,3070.0,stay at home orders,@TomFitton No more stimulus money government get out of the way reopen all of America let people get back to work.,2
2901,2901.0,stay at home orders,@davmidd I'm #StillShielding one of the 2.2 million in the UK deemed extremely clinically vulnerable.  Allowed out as the cases rise. I'm not going to be a statistic in the next carehome scandal. Where 'lessons have been learned' after a third of us die. No way.,1
679,679.0,face masks,"W H O are working with HIL L &amp; KNOWLTO N, same PR lads that helped PSYOP the 1ST GULF WAR using lies now to sell us their #COVID #PLANDEMIC Agenda via celebs &amp; med experts as media influencers. That STINKS @RobertKennedyJr @ChildrensHD  #COVIDIDIOTS #COVID__19 #EXPOSED",2
1908,1908.0,fauci,"@JoeBiden Then take your mask off because your “medical expert” says they don’t do anything to protect you but may make you “feel “ better. 
",2
3016,3016.0,stay at home orders,"Wear a mask in a shop, but dont bother if u want to demonstrate or party en mass in a street. Our 'State' has just put another knife into our fragile/dying retail sector &amp; their inconsistencies are killing our economy #COVID19 #confusion #killingoureconomy",2
2711,2711.0,fauci,@meangene2030 @globetrotter764 @DeAnna4Congress Did #GeorgeFloyd die OF #COVID19 or WITH #COVID19?,0
357,357.0,face masks,"As my friend @LaurenEMorrill says, ""I don't know how to explain to you that you should care about other people."" This pandemic is ravaging our country, specifically Black and brown communities and the Navajo Nation. Stay home, wear a mask, and save lives.",1
2417,2417.0,fauci,Coronavirus pandemic is in full effect... #Quarantine #CDC #DrFauci,0
1086,1086.0,face masks,Daily reminder to take your,0
1894,1894.0,fauci,There’s literally people out there that look at Fauci as an expert... it must be exhausting being wrong and flip flopping on the daily.,2
22,22.0,face masks,"A to Z #NoMasks 
Reason you r a Non-masker
You are:
Arrogant 
Brainless
Careless with others 
Dumb
Egotistical 
Fox News Watcher
Germ gigolo
Hypocrite 
Ill-informed￼
Jerk
KKK sympathizer 
Lame 
Manic
Narcissist￼
Oppressor 
#Covid_19 #DrFauci #coronavirus #MaskUp ",1
2599,2599.0,fauci,@Alyssafarah @realDonaldTrump For now.,0
1475,1475.0,fauci,"@realDonaldTrump Asshole
We want Dr.Fauci to provide the
covid information. Not some
Illiterate moron who will provide
bs information.

#COVID19 
",1
2244,2244.0,fauci,@davidicke And also in the news “the world will never be the same after coronavirus”,0
3961,3961.0,school closures,"@piersmorgan Not enough I fear. 
Gov prefers to be reactive, rather than proactive
Now COVID-19 has been declared a pandemic I think we should close the schools to help slow the spread of infection. We’re in a better position to do it than other countries. So we should do so.",1
754,754.0,face masks,@An0nJon17 I don't give a fuck WHO wears a mask.  NOT DOIN IT!!  And I agree with you.  Didn't make me happy to see him wearing it.   There had a better be a good 5d chess reason for it.,2
3931,3931.0,school closures,"“A major teachers union in Los Angeles says the district can’t re-open schools until there is a ‘moratorium’ on charter schools.""  
With good reason. Charter schools do not protect teachers, refuse troubled students, drain money and talent from our school system.",1
607,607.0,face masks,"@amymiller Yes. But, in February I found a Chanel lipstick color that is literally to die for. Literaly. Therefore, I will not ware a mask. Perfect color and sheen - so, FU. I would gladly die to wear my lipstick.",2
2519,2519.0,fauci,"The push to forcibly mask the general public did not come from health professionals. It came from lobbyists ""persuading"" politicians. I suspect there was probably some money on the table as well. #MaskOff",0
1192,1192.0,face masks,This is how every county should be testing in Texas yet .@GovAbbott is buying into bad data and testing reports and taking orders from Fauci whose proven to be unreliable and a fraud.,0
3621,3621.0,stay at home orders,"There is only one happiness in life To love and to be loved:heavy_heart_exclamation_mark_ornament:
",0
682,682.0,face masks,"@mycael101 @catturd2 @jaketapper Exactly. And I've not worn a mask at all, been in huge crowds without masks, been at a house party close quarters with someone who 2 days later tested positive and I still haven't caught it.  So the mask debate rages on...",2
1253,1253.0,face masks,"@PaulG4V @BorisJohnson FFS open your brain and think, we will live with virus peacefully like we are living now.with the pandemic virus 1968. Sweden is.OUT OF.COVID WITH NO LOCKDOWN AND ",0
2427,2427.0,fauci,@detroitnews Bet we NEVER hear about it again after election day!!! #SheepNoMore #TheyRplayingUs,0
2025,2025.0,fauci,"@Phreadys No.  He failed in any due diligence of Ferguson’s bogus 14 year old model,undocumented, written as one string of text, let alone his prior mass hysteria projections.  For that alone he deserves to sacked.",2
600,600.0,face masks,@WBTV_News Wait .. but I thought masks work !?,2
3024,3024.0,stay at home orders,The brutal truth is that doing nothing and allowing the virus to do its worst would have been infinitely preferable to the misery and devastation being caused by the govt's insane actions. #COVID19 #COVID__19 #COVIDIOTS #Covid_19,2
2045,2045.0,fauci,"@realDonaldTrump Fauci is [DS] Fake...
He contributed to this in 2005...",2
2423,2423.0,fauci,@EricTrump Hey asshole. What about all of the tRump family business items being produced in China? What about your sisters business ties? You're a hypocritical racist! #TrumpHasNoCredibility #TrumpVirus,0
584,584.0,face masks,@BBCSport @BBCNews Ok and if there is never a vaccine? Ease dotell us the plan then??  Do u shut down stadiums for flu..erm no..just get on with life #KeepBritainFree,2
2808,2808.0,stay at home orders,Looking forward to embracing my new role tomorrow within the Community Rapid Intervention Service and getting back to what I do best. @CrisRapid #Nursing #StayAtHome,1
1286,1286.0,face masks,@AshaRangappa_ I wonder if he typed that from the safety of his kitchen or living room? #COVID19,0
3150,3150.0,stay at home orders,"@no_phux All the Essential workers have been keeping things going since the lockdown, Teachers: Time to do your part and get the kids back in school with no conditions, kids do not die from COVID, Wear a mask if you choose to, otherwise get back to work and teach the kids!",2
1713,1713.0,fauci,@realDonaldTrump Keep pounding that pulpit!!! And,2
2086,2086.0,fauci,"I just heard #DrFauci on the radio patiently explaining why he’s concerned that the #protests could spread #coronavirus, as if we hadn’t been hearing that same info nonstop from early March through late May. #SocialDistancing #WearAMask #WashYourHands #handsanitizer",2
1374,1374.0,fauci,I’m sure #trump is “a bit nervous. Can’t sleep? Maybe because #SCOTUS hears your big disclosure case tomorrow and #DrFauci is going to let the truth out about #COVID19 Sucks to be you right now...,1
2561,2561.0,fauci,@ParkerMolloy @MollyJongFast @mattgaetz :wrench: Uh no. We just want to replace you. Try focusing on what you can do to keep your constituents safe from #COVID19 #GOPCowards #ComplicitGOP #VoteBlueToSaveAmerica #RepublicansAgainstTrump #CoronaDon,0
2481,2481.0,fauci,@chrislhayes Weddings were fun. Wine and shop talk nights at the bar were fun. A lot of things were fun. But instead we're here. #TrumpGolfsAmericansDie #coronavirus,0
1496,1496.0,fauci,We understand you are upset. But #DrFauci and #DrBirx have years of experience helping people like you survive. This disease is killing people worldwide. Listen and grow up. #Coronavirus #COVID19 #Pandemic,1
2530,2530.0,fauci,"@IvankaTrump @AdCouncil @Apple @IBM This is a joke, right? 
#TrumpCrimeFamily #TrumpIsNotWell #COVID19 ",0
2182,2182.0,fauci,"@cboysfan09 @realDonaldTrump Good one. Supposed to be “only high 90s” today, tho. Too cold to kill #COVID19 . Every damn summer I swear I’m moving north.",0
2682,2682.0,fauci,@CDCgov @CityOfDubuque VIOLATION of PRIVACY Wake UP LOCALS @CityOfDubuque @dbqschools @KCRG U R NOT LOCKING US DOWN &amp; CLOSING SCHOOLS W/OUT A FIGHT! #MAGA #KAG #WWG1WGA_GLOBAL #Patriots #PatriotsUnited #America #Iowa #COVID19,0
3185,3185.0,stay at home orders,@_Republic17 Let's stop this travesty! #covidlies #CaronaHoax #DemocratsaretheVirus,2
97,97.0,face masks,"I work 10 hours in a 96 degree wearhouse walking 20,000+ steps a day and lifting heavy boxes and I wear a mask. STOP COMPLAINING YOU CANT BREATH WELL ENOUGH TO WALK 30 MiN WITH A MASK. ",1
2897,2897.0,stay at home orders,"Though Eid is a time to come together for the celebration, however considering the unprecedented time, let's stay home and connect with extended family and friends through phone and video calls.
Let's stop the spread of Corona Virus.",1
3428,3428.0,stay at home orders,@robcmorgan @munnwez @TiceRichard @RishiSunak @BorisJohnson They won’t.,0
2883,2883.0,stay at home orders,"Just relax and stay at home. Spend less time outside. 

#StayHomeStaySafe #StayHomeSaveLives #StaySafeStayHealthy",1
25,25.0,face masks,Just worked the front end of a central Iowa grocery store. Counted 508 people. 68 had on masks.. #iowa #COVIDIDIOTS #grocery,1
3057,3057.0,stay at home orders,"This #COVID19 #pandemic response is RIDICULOUS! Stores have u lined up outside &amp; inside close, can’t try clothes on. This is not about logic &amp; safety. Its about cobtrol &amp; seeing how much people will comply with radical change.",2
1152,1152.0,face masks,"@p25735 @ScottAdamsSays The experts and media portrayed Sars-cov-2 as a supernatural virus which you couldn't create immunity to, you could get a second time, would never go away (as all corona viruses do), etc. Temp check is what is done when I go for facial. Makes tons of sense. ",0
2622,2622.0,fauci,@paulsperry_ It wasn't an Election year where Orange Man Bad is guaranteed to win another 4 yrs. #KungFluHoax2020 #COVID19 #Trump2020,0
395,395.0,face masks,@waltermasterson @RexChapman Dude...don’t where your girlfriend/boyfriend’s mask next time.  #COVIDIOT,1
866,866.0,face masks,"#Masks don't work! If you have #COVID19 and you wear a mask, you give yourself #coronavirus every time you inhale. The virus is in the masks AND it's in the tests! Mr. @realDonaldTrump knows cause he is SO SMART! Listen to your president, people.",2
542,542.0,face masks,@Bluesman6178 @GovPritzker Too late! Had dinner in Chicago last week. No mask even to walk in! Was disgusted getting served by woman with dirty little germ infested face rag on her face that she kept pulling up and down off her mouth and/or nose Ewwww! Take those rags off your face people!,2
3421,3421.0,stay at home orders,@whatgives1313 Nov 8th 2016,0
2275,2275.0,fauci,@GodFamilyJesus Hell NO!,0
3941,3941.0,school closures,"@seanmdav If Malls are not opening because of concerns with recirculated air #Ventilation HVAC systems spreading Coronavirus. Schools with sealed windows, interior classrooms, &amp; the same recirculated air ventilation that fans #Coronavirus around shouldn't open.",1
3843,3843.0,school closures,@Super76x Thank goodness! Protect your babies at all costs Chris. You cannot rely on this administration and the #COVIDIOTS to make decisions! I stand behind you and all parents 100% :punch:,1
635,635.0,face masks,@silentpatriot77 @FrumbleFoot17 If they try to force the mask file a civil suit !,2
4127,4127.0,school closures,"@PTI_News The Schools n colleges should be closed pan India,  for at least a fortnight owing to the threat of coronavirus. Else We would be putting a lot lives under threat. Do not want an Italy like response #COVID19india",1
2510,2510.0,fauci,"@uscpsycho But the whole thing is just a Democrat hoax to make that grown man who wears orange make up look bad...

Thr #Marlins are just making this up.",0
3065,3065.0,stay at home orders,"@MotorMouth1964 @myhollycat @markinneswilli Have you considered @myhollycat, operations requiring gen anaesthetic require intubation? Like major surgery, thanks to say a cancer diagnosis being missed early enough due to lockdown. A likely outcome for many more, than intubation for CV19? #NoMasks",2
1926,1926.0,fauci,@IngrahamAngle Ask Dr Judy Mikovits how corrupt Dr Fraudci is???,2
3822,3822.0,school closures,Recall: Indians(Native Americans now) were forced to send their kids to schools on othe side of the State (SD) where diseases spread through the schools.Parents didn't know if they were going to get their kids back.Some called it genocide. My aunt was a teacher there.,1
191,191.0,face masks,@GOPLeader It is because some GOP Congress people are not wearing their masks!!!For same.,1
2077,2077.0,fauci,Nobody told the weasel about the briefing. Now he will run and cry to CNN about it.,2
744,744.0,face masks,I am in the airport wearing a clear face shield. It is the closest I will come to wearing a mask and only because I need to fly. My :red_heart_selector: breaks looking at these sheeple in their masks. It is so sad to not see smiles &amp; expressions!:cry:,2
3045,3045.0,stay at home orders,@realDonaldTrump Not in #California You promised to reign in the “lockdown governors” and we don’t see that happening!!! #EndTheShutdown and,2
3496,3496.0,stay at home orders,"@VA94Vet @glenton123 @LOGANGAIN1 @ganseyman @V1ctor1aDiane @Angel_Stockler @Jen2Gain @irvinejulie @Annie22462736 @SergioA60798547 @Vazkko @SevenGodess @khalidaajzi @shah_aajiz @Elrecargado2 @GRAHAM15583070 @lumpie125 @JennyDazz66 Thanks happy weekend y'all 

  :butterfly:@VA94Vet:butterfly:  :pizza::house::tada:",0
192,192.0,face masks,None of the employees are wearing masks at @BootsUK and @SourcedMarket at @StPancrasInt ! How disrespectful to the weak and elderly. Sort it out! #Covid_19 #coronavirus,1
1174,1174.0,face masks,"While picking up ""essentials"" at the store today, I noticed that they have a good stock of ""novelty"" masks.
All made in China.

Why is China profiting from their misdeeds?

#BuyAmerican ",0
672,672.0,face masks,"Germs, Bacteria, viruses
Are food for your immune system

Wear a mask at your peril",2
3566,3566.0,stay at home orders,@DiamondandSilk Agree with you he is spinning fear throughout our country it needs to stop.,0
2474,2474.0,fauci,When are @FLOTUS and #CoronaDon going to come out and say Baron is going back to school along with all the Trump grandspawn. Granted their schools can afford to have someone assigned to each student to wipe their things down constantly. They could miss a spot!,0
609,609.0,face masks,"Why is it #Hydroxychloroquine works everywhere else, but not in the #USA per #DrAnthonyFauci? 

Because he doesn’t benefit financially from HCQ!

#WakeUpAmerica
#FraudFauci",2
961,961.0,face masks,Happy Friday everyone. Just want to send out a huge FUCK YOU!!! to all the stores who won't let us in without a mask. Who deny us the choice to social distance instead of wearing a suffocating mask. May the bird of paradise shit on your head!,2
2542,2542.0,fauci,If the Wuhan China Virus was so dangerous!!! Then why isn’t there a GO FUND ME PAGE?,0
3962,3962.0,school closures,so british schools will shut down after 2cm of snow but not for the coronavirus which is otherwise going to affect 70% of our population at least? makes sense,1
1431,1431.0,fauci,#MASA Make America Safe Again! Wear a mask and listen to Anthony Fauci! Oh yeah and #Biden2020,1
2388,2388.0,fauci,@DailyCaller The best cure for America is to,0
2021,2021.0,fauci,"@thehill Fauci is a fraud; most doctors I know just laugh at him. He's just another government bureaucrat sitting on his ass collecting a paycheck. He can be right, he can be wrong, but it doesn't matter. He still gets that check.",2
2714,2714.0,fauci,If the DemocRAT governors don't wise up then so called death threats is nothing compared to what could happen! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden,0
4001,4001.0,school closures,"@PressSec Show us the science that children and staff are not in harm's way if schools open.&lt; All of it, as I know you hate cherry picked data.&gt; 

Cases are skyrocketing. Schools are *not* daycares.",1
975,975.0,face masks,"@BBCr4today Another #fakenews from BBC, there is NO new evidence that mask work, the virus HAS gone, the cure is Hydroxychloroquine, Brazil is flattening the curve with no lockdown. Sweden is OUT OF.COVID with NO LOCKDOWN AND ",2
2492,2492.0,fauci,"I will NOT get any VACCINE for #COVID19,",0
764,764.0,face masks,"@jane66_jane @10DowningStreet If you believe that a virus is so deadly you need to wear a mask to be protected from it, what the hell are you doing in @JDSports go home buy on line and wrap yourself in cotton wool until germs are eradicated, let the non terrified live",2
3123,3123.0,stay at home orders,"@garethicke In last week, 2 of my family have been made redundant and 1 has attempted suicide.
#endthelockdownuk #EndTheNightmare",2
812,812.0,face masks,"The mask can only help for so long!  After you fiddle with it for 30 seconds, it’s pretty much ineffective. So just stay away from me! :grinning:",2
3466,3466.0,stay at home orders,:notes::arrow_forward:Representin @Ludacris @KELLYROWLAND  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,0
1014,1014.0,face masks,"@MariaBartiromo @realDonaldTrump @POTUS @SundayFutures @FoxNews Looks and effectiveness are two different things.
Worn for optics, not to spread what he doesn't have.
#MasksOff
",2
136,136.0,face masks,Today is the first time I have had to visit my doctors office since COVID began. I’m very impressed at how things are being run but the only way these services will remain accessible is if you wear a mask. So please,1
1980,1980.0,fauci,"@DineshDSouza @Serious72048896 It worked with @realDonaldTrump This time, and he still keeps these Globalist criminals  "" #DrFauci "" and #DrBirx the #Scarflady  as ""experts"" :smirk::unamused:   I'm done watching these #coronavirus updates, Trump is being undermined by all of them, including by "" #DrRedfield """,2
2743,2743.0,fauci,@RichardGrenell @_Proud_American @Twitter I just read the thrread myself. This is information that needs to be in the hands of @POTUS. Please get this information to him if @realDonaldTrump doesn't already have it.,0
2687,2687.0,fauci,"@realDonaldTrump Unless you’re Roger Stone who lied, was convicted by a jury, and sentenced. Then, he says he could have turned against you-and bingo—a get out of jail pass. Law and order? Nope. Quid pro quo. #Resist #Biden2020",0
932,932.0,face masks,You know who is really loving the mandatory mask mandates? SEXUAL PREDATORS!!! Lurking in plain sight. Protect your children now more than ever!,2
265,265.0,face masks,"1000 Americans dying per day for the next 30 days.

or

EVERYONE wears a mask... Make that shit mandatory with stiff penalties... And we can beat this virus in like 3 weeks and save 20,000 lives.

The choice should be easy but for some reason #MAGA doesn't get it.",1
3599,3599.0,stay at home orders,@HoarseWisperer I am pretty sure that no one in quarantine has been charged by bison. Just sayin’.,0
3536,3536.0,stay at home orders,@imShilpy_S @Shaheer_S @ShaheerBirdieFC @ShaheerTrends @imdiba @DD_AR1 @ChandanaS19 @tanmay45_tanmay Thnq..keep supporting:pray::pray:,0
13,13.0,face masks,I wonder what the coronation is to folks who buy lottery and don’t wear masks? #WearADamnMask,1
650,650.0,face masks,"tired of the Mask-Matyrs already

'I'm suffering for everyone else's benefit. Everyone be impressed'

so pathetic",2
302,302.0,face masks,@Dickeys Does @Dickeys require masks at locations or is it a manager discretionary decision ? #MaskUp #SafetyFirst,1
2267,2267.0,fauci,@GayConservativ3 I don't.,0
3717,3717.0,stay at home orders,@Ptbo_Canada Omg. Shut everything down.....lol.,0
3926,3926.0,school closures,"@wnpr Why are we just accepting schools reopening as inevitable? 

“Science should not stand in the way of schools reopening.” -Someone who is not sending her own kids to school #NotMyKid",1
1990,1990.0,fauci,@IngrahamAngle @W_Paul_Williams Fauci is not socially distancing and not wearing a mask. But YOU are mandated to do both by your tyrannical local governments.,2
4006,4006.0,school closures,@hartfordcourant Reopening schools in a few weeks... will teachers be eligible for workers’ comp when COVID infects us? I’m heading back in a few weeks with protections like “recommended distancing when possible”. Who will sub for sick teachers? This is crazy. #NotMyKid,1
2363,2363.0,fauci,@catoletters Hopefully he will be a breathe of fresh air.,0
2461,2461.0,fauci,@RedNationRising @Lrihendry So no MASK or SOCIAL DISTANCING for,0
3606,3606.0,stay at home orders,"Per @MTA, Q train service at Avenue M should be restored by 3:30pm.  B train service in Brooklyn will remain suspended.",0
1345,1345.0,fauci,Science isn’t a partisan issue. Anyone trying to silence medical experts for political gain have no business leading a nation. I stand with #DrFauci #ScienceMatters #COVID #WearAMask,1
2880,2880.0,stay at home orders,"Spent the evening on a call with @AmantleM talking Work, Love, chickens...how we’re going to survive this pandemic because it’s not going anywhere! This year has really been one of selfdiscovery,we never knew we had the strength to relearn yet here we are.",1
3072,3072.0,stay at home orders,"@realDonaldTrump Time for a new team, @potus.  The current one doesn’t understand #HerdImmunity.   Time to do what we should have done initially.  Quarantine the high risk and",2
2224,2224.0,fauci,@CarolyneMas @o_rips They want to silence the silent skeptics that silently oppose all the silencing.,0
594,594.0,face masks,Not SURE why the MASK people ALWAYS have to Only SEE their world thru POLITICS? Every pardon is Labeled as either a R or a D or T Party  No matter What the Topic is: Education Health Pandemic. Do you SEE how DIVISIVE that is?? Politics has Nothing do with,2
1564,1564.0,fauci,"@CNNPolitics This goes beyond politics. This is a public health issue. I appreciate former Vice President Dick Cheney and Rep. Liz Cheney promoting mask wearing. Thank you! Great hashtag, too! #RealMenWearMasks #DrFauci #JoeBiden #DickCheney",1
2069,2069.0,fauci,@Thomas1774Paine FAUCI HAS BEEN BOUGHT! WHERE IS OUR #SecondOpinion??,2
576,576.0,face masks,"Just got kicked out of a doctors office for not wearing a mask, even though everyone is following social distance guidelines,  oh well, another place not to endorse.",2
752,752.0,face masks,"@persnicketyboo @bryankaweeesi @CNN @KristenhCNN Not social distancing, not wearing his or her mask. He’s not wearing it the right way. And this is the poster child for the mask? GTFOH #SCAMdemic",2
327,327.0,face masks,"My new nightmare in my sleep is not going to jail, is not robbery or falling. My new nightmare is forgetting to wear my mask in public and dying from the coronavirus. Do me a favor, to reduce my anxiety wear a fucking mask or stay at home. Thank you.",1
2527,2527.0,fauci,Thank You @POTUS @VP and @WhiteHouse #COVID19 team for the briefing this Sunday evening!  So much good information!  God bless you all with wisdom and effective strategy!  :flag_for_United_States::star2::flag_for_United_States::star2::flag_for_United_States::star2::flag_for_United_States::star2::flag_for_United_States::star2::flag_for_United_States::star2::flag_for_United_States::star2::flag_for_United_States: #DrBirx,0
