,Unnamed: 0.1,Unnamed: 0,premise,text,stance
1471,1471.0,1471.0,Avocado and mint tea cures coronavirus.,"Virus prone diseases  like #Coronavirus, flu, cold are natural this time. Influx your diet with Neem, Tulsi &amp; garlic. Have equal greens if non-veg, take less caffeine, two cups daily is ok. https://t.co/8M9dnBq7Io",0
829,829.0,829.0,Hand sanitiser sold commercially does not destroy the coronavirus.,"Is hand sanitiser better than hand washing against coronavirus? 
#coronavirus
https://t.co/pYB6ht2MH3",0
1406,1406.0,1406.0,We're very close to a vaccine.,"I don’t understand why Dems say President Trump cannot handle the Coronavirus.He closed our airports to China early, and he consults experts every day to determine correct policies. Our companies are looking for a cure.  There is nothing for the Dems to politicize in his actions.",0
1180,1180.0,1180.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME Not necessarily. Normal flu has a mortality rate of less than 0.1%. Wuhan virus has a mortality rate above 2%. Even with only 35 million infected like the infographic the difference is 35,000 deaths normal flu, 700,000 for COVID-19.",0
1553,1553.0,1553.0,We're very close to a vaccine.,@USERNAME @USERNAME Forgot how many died in America due to the flu and that’s even with a vaccine. This things like the flu but with a few extra steps. Biotech people are working on some shit that could work with stopping coronavirus; because it’s a sars based illness they’ve got experience.,0
324,324.0,324.0,We're very close to a vaccine.,"Now when it comes to vaccines, as far as I know they HAVE tried creating a coronavirus vx for dogs and cats and they’re not fantastic. No one quote me on the next sentence but I’m pretty sure it’s because it mutates too often for the immune system to build adequate response.",0
1138,1138.0,1138.0,Holy communion cannot be the cause of the spread of coronavirus,Coronavirus is spreading because people aren’t washing hands and facepalming at the same time. 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ https://t.co/OQyqPf4Gug,0
1530,1530.0,1530.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Why is it not standard practice for CDC, hospitals and government to keep a surplus of n95 masks in the event of a pandemic?

Instead we rely on misleading (at best) public about their efficacy. https://t.co/m8YFnx64vE",0
1233,1233.0,1233.0,SARS-CoV-2 can survive for weeks on surfaces.,"Trump is too ignorant to consider how many people may have touched that flag before he did.  ""early evidence suspects the virus can survive up to nine days at a comfy room temperature.""   https://t.co/3JtK7ymSbU https://t.co/xd0U3jCCxA",1
1173,1173.0,1173.0,Coronavirus is caused by 5G.,"42 GHz frequencies, close to the middle of the 5G spectrum, cause mice to suffer from immune system problems - and presumably humans too.

As the world's premier adopter of 5G
China compromised the immunity of its population
resulting in a COVID=19 epidemic

#coronavirusus",1
1039,1039.0,1039.0,Coronavirus is caused by 5G.,"coronavirus is just Acute Respiratory Disease , affecting how the hemoglobin in yo lungs absorb the oxygen affected by 5G airwaves , radio , micro n other electromagnetic waves approved by the govt to be in our air",1
198,198.0,198.0,Hand sanitiser sold commercially does not destroy the coronavirus.,A UC Davis student who had been quarantined and tested for COVID-19 does not have the coronavirus.,0
1891,1891.0,1891.0,Fennel tea cures coronavirus.,"@USERNAME WHAT ABOUT THE ILLEGALS ENTERING W/ NO MEDICAL EXAM!THEY SLREADY BROUGH SICKNESS LIKE VENEREAS TUBERCULOSIS., CHICKEN pox Rubeola, mumps,POLIO and more! S@D DE@OCRATS ARE OK W/THAT! ILLEGALS R MORE DANGEROUS THAN THE CORONA VIRUS! WAKE UP AMERICA / ANOTHER DEMOCRAT DISTRACTION",0
272,272.0,272.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Horrific similarities in the outbreak of #covid19 and the plot of the 2011 hollywood movie #contagion by Oscar winning director #stevensoderbergh

Were we warned??",0
1055,1055.0,1055.0,Coronavirus is caused by 5G.,"Coronavirus in Italy: Over 1,100 Now Infected, 29 Dead https://t.co/4m9wFafy5j",0
1854,1854.0,1854.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME China’s dishonesty with world risks complacency which may lead to increased deaths. Every reliable researcher talked about  at least 10 xs more cases than China reported. Feb 1- 24589 deaths and 234,000 infections. Taiwan News produced Chinese official web site. Now 2800 deaths?",0
618,618.0,618.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,@USERNAME @USERNAME @USERNAME Pffft. How delusional are you mob? Like anyone would wish a pandemic on their own country. I notice your idol the Mango Mussolini thinks Corona Virus is a hoax! I bet he and the loony anti vaxers run to get shots if there are mass deaths from it in the US.,0
426,426.0,426.0,Africans are more resistant to coronavirus.,"CDC says it has NO IDEA if pregnant women are more susceptible to #cornonavirus, or if they are at greater risk for 
severe illness or death.

Also no idea if an infected mother can transmit the infection to the fetus.

https://t.co/nN2OIaknDA",0
1523,1523.0,1523.0,Coronavirus is caused by 5G.,"Mexico has confirmed its first two cases of coronavirus. It marks the official spread of the disease to a second Latin American nation, after Brazil. 

https://t.co/sBteoPffhj",0
1715,1715.0,1715.0,Coronavirus is genetically engineered.,"@USERNAME You are very wrong. 

This was a human-created virus for the purpose of bioterrorism, in Wuhan. 

I had a long discussion with a well-known ID doc on Friday. This is legitimately frightening.",1
1893,1893.0,1893.0,Coronavirus is genetically engineered.,@USERNAME Coronavirus has been around for ages. This strain is particularly bad. That is all. Stop making things up.,0
1953,1953.0,1953.0,COVID-19 is only as deadly as the seasonal flu.,@USERNAME @USERNAME Covid-19 has a high mortality compared to flu. At 2-3% than for every 50 people infected at least 1 will die. They say most of the population will get infected. I don’t understand why people compare it to the flu. Flu in US is only 0.095% mortality rate.,2
1143,1143.0,1143.0,We're very close to a vaccine.,"@USERNAME i mean, i'm more talking about the fact that we're probably gonna see shortages soon if supply chains that go through china keep being halted thanks to the virus. the virus itself poses a significantly smaller risk.",0
49,49.0,49.0,Vitamin C can prevent coronavirus circulation.,Coronavirus has a 98% survival rate. The flu is more dangerous. Stop the stupidity in the American Stock Exchange https://t.co/H6j31DHMXI,0
924,924.0,924.0,SARS-CoV-2 can survive for weeks on surfaces.,"SARS-Cov-2 is new and therefore “scary” as we try to learn more about it, prepare for worst case scenarios, and continue to watch it spread. But actually Coronavirus research has been going on for decades, under appreciated and underfunded",0
50,50.0,50.0,Africans are more resistant to coronavirus.,Since RNA viruses are known to mutate extremely rapidly I wonder if there's different strains of the coronavirus circulating where some are more deadly than others due to the evolution of the virus.,0
583,583.0,583.0,Coronavirus is caused by 5G.,The coronavirus outbreak is the biggest shock to demand for oil since the 2008 financial crisis. Economists are warning that the outbreak could spark a severe economic slowdown or even recession in the United States and elsewhere. https://t.co/QhVFXuBzW7,0
1726,1726.0,1726.0,Holy communion cannot be the cause of the spread of coronavirus,Coronavirus: Disease won’t affect my church members – Pastor Adeboye https://t.co/qHRw7ADAK3 https://t.co/Uc9YOM3kia,1
1781,1781.0,1781.0,Holy communion cannot be the cause of the spread of coronavirus,#coronavirus we were born with those Spirits that's why we live but death is now to those who deny. Our herbs and scents will not protect you you must confess Then if the Spirits believe you you shall be saved Jesus is the done ofGid and the Messiah confess your sins world,0
1593,1593.0,1593.0,Coronavirus can only survive in cold temperatures.,How long can coronavirus survive on surfaces? https://t.co/wqup90GHvL https://t.co/AXHzrvwLQ9,0
2062,2062.0,2062.0,Holy communion cannot be the cause of the spread of coronavirus,"I’ve been thinking and let’s say the Coronavirus hits a GOP state, there are several possibilities: 1) mortality rate will steadily rise due to use of essential oils, 2) the infection rate will go up even higher due to large gatherings at religious institutions or 3) anarchy.",2
647,647.0,647.0,Africans are more resistant to coronavirus.,"@USERNAME Statistics show men are more at risk of dying for coronavirus. 
 https://t.co/c3XWMmIpTd",0
468,468.0,468.0,Coronavirus is genetically engineered.,Just so you will know ! And be careful but most of the COVID-19 is scare tactics for now ! Not that in the future it couldn't get worse but with current preventive measures @USERNAME has put in place the risk should stay minor https://t.co/z9Nvo7RTn5,0
1991,1991.0,1991.0,COVID-19 is only as deadly as the seasonal flu.,"9/13 Could be problematic if breaks out among homeless — sanitation, close quarters... Don’t think COVID-19 is inherently any more fatal than the flu, but Panicked Public = Drama.  Hoping we will avoid this. https://t.co/gCF1mudgQb ...",1
649,649.0,649.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",SA citizens in Wuhan: Govt's evacuation about-turn and repatriation logistics https://t.co/PM8YNMuWgS,0
1961,1961.0,1961.0,COVID-19 is only as deadly as the seasonal flu.,"@USERNAME @USERNAME @USERNAME This article calls it ""novel coronavirus"". This is the same name used on a can of Lysol, not actually the new COVID-19. ""COVID-19 is not the same as the coronaviruses that commonly circulate among humans and cause mild illness, like the common cold.""

https://t.co/dRPiwc1ulI",0
1577,1577.0,1577.0,Holy communion cannot be the cause of the spread of coronavirus,"@USERNAME @USERNAME The Mother of God is the solution. 

Europe is a corpse. 

Rise up Muslim world,  become Roman Catholic. 
Help the remnant Catholic church convert Europe,  China",0
832,832.0,832.0,Coronavirus is genetically engineered.,@USERNAME It's been over a month now for the Covid-19. China should exert all efforts to find the antidote for this virus. They created the virus. They should have an antidote. The US is asking China to let them enter ground zero but they refused. How many more lives will be at staked?,1
1115,1115.0,1115.0,Coronavirus is genetically engineered.,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME Too bad that your heroin(e) @USERNAME is way off base.

COVID-19 was actually manufactured and unleashed upon the world by the fine folks at #PizzaGate.

For every two people who are infected, $100 is directly deposited into members' bank accounts.

🍕 + 🤒 + 💰 = 🥳",1
533,533.0,533.0,Coronavirus is genetically engineered.,@USERNAME @USERNAME should go to China or to visit the Americans who are kept in quarantine. The COVID-19 is a hoax! He has everything under control - nothings to worry about it.,0
378,378.0,378.0,The lifetime of SARS-CoV-2 is only 12 hours.,The US has just hit 70 confirmed cases of COVID-19.,0
407,407.0,407.0,Holy communion cannot be the cause of the spread of coronavirus,Some churches have stopped distributing wine as part of Holy Communion due to Coronavirus. The panic is increasing.  Unbelievable,1
591,591.0,591.0,Coronavirus is genetically engineered.,@USERNAME How about you FOCUS yourself on minimizing the damage Covid-19 is wreaking throughout our country?,0
1326,1326.0,1326.0,Coronavirus is genetically engineered.,@USERNAME One conspiracy theory proposes that the coronavirus is actually a bio-weapon engineered by the CIA as a way to wage war on China. Others are convinced that the UK and US governments introduced the coronavirus as a way to make money from a potential vaccine.,2
757,757.0,757.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","#China officials knew of 
@USERNAME 
#coronavirus in December, ordered cover-up, report says https://t.co/ZsVbHYv6hA via @USERNAME 

Rather than hunkering down to contain the virus, Wuhan officials went ahead with their annual potluck dinner for 40,000 families.",0
1662,1662.0,1662.0,Vitamin C cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/ZMzns5SV88",0
1398,1398.0,1398.0,Coronavirus is genetically engineered.,Coronavirus was invented by Big Soap to make people wash their hands.,0
816,816.0,816.0,Avocado and mint tea cures coronavirus.,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME Am I prepared? Suits, gloves, N95 masks, googles, gloves, hand sanitizers, water, packed freezer and fridge, snack bars, cereals evaporated milk, etc",0
1314,1314.0,1314.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"@USERNAME By making it happen.. also Dean Koontz wrote the book in 1993 The Eyes of Darkness he put Wuhan400 right in it.   
Use Lysol they also knew read the label it disinfects coronavirus.  Who knew and why.",1
1828,1828.0,1828.0,Holy communion cannot be the cause of the spread of coronavirus,@USERNAME We wish we could stand with you in this ordeal of China. We stood with us in our war against takfiri terrorism. We in Syria pray to God to remove this epidemic from you and help you to America if it is the cause of the epidemic. All love and appreciation of the Chinese people.,0
791,791.0,791.0,Hand sanitiser sold commercially does not destroy the coronavirus.,"#CoronaVirusUpdate #Coronavid19 The #Dow has taken a big hit due to the CoronaVirus but the makers of Purell, Lysol and Clorox are thriving!!!  Couldn’t find one bottle of Purell hand sanitizers at my local Target store today.",0
947,947.0,947.0,We're very close to a vaccine.,"@USERNAME True, we've been going through that for the last three years. However, this is a whole new scenario, where they're struggling to contain the coronavirus and the blame falls on Trump's shoulders.",0
2004,2004.0,2004.0,Avocado and mint tea cures coronavirus.,"Day three of working at Major Wholesale Store on an island with 0 cases of the coronavirus: we have sold out of flour (all types other than almond), rice, Lysol wipes (again), bottled water, and all brands of toilet paper. And concentrated bullion base, but not premade broth",0
425,425.0,425.0,Coronavirus can only survive in cold temperatures.,@USERNAME There are several corona viruses including some that only cause a cold. The current Covid 19 corona virus is a new one.,0
674,674.0,674.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME Well 2% of Wuhan population of ten million was something like 200,000 dead. Massive quarantine is what stopped that. Trump is doing nothing so the full impact of millions being infected is about to happen",0
1618,1618.0,1618.0,Coronavirus is genetically engineered.,coronavirus rlly was funny and memeable until white ppl started dying,0
1479,1479.0,1479.0,Hand sanitiser sold commercially does not destroy the coronavirus.,@USERNAME Yep! I'm taking students to Barcelona (6 cases of coronavirus so far) - big recommendation: sanitizer. You'd think every single person in my Central NY town had been exposed to coronavirus - hand sanitizer is sold out! (PS Pro tip - try Staples; I snagged last 2 bottles),2
494,494.0,494.0,Coronavirus is genetically engineered.,"Every day another expert tells us transparency regarding the Covid-19 virus status is essential to prevent undue fear or panic. Now, if they would just apply that maxim to the extraterrestrial presence issue. #Disclosure",0
1657,1657.0,1657.0,Hand sanitiser sold commercially does not destroy the coronavirus.,"@USERNAME @USERNAME @USERNAME Hand sanitizer works on enveloped viruses as long as they have at least 60% alcohol content. However, soap is better because you're actually washing away the virus, not just killing it. So when you can't wash, hand sanitizer is a good second option. https://t.co/4o0Ug8sILp",2
336,336.0,336.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME @USERNAME Thoughts on potential 50-person outbreak in WA? Will it follow same trajectory as Wuhan, which had 10,000 cases by Jan 31? If not, why not? There could easily be 1000+ by Mar 31.",0
223,223.0,223.0,Vitamin C cures coronavirus.,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME India starts hunt for alternatives to China to source over 1k items

From textiles fabrics, refrigerators and suitcases to antibiotics such as amoxicillin
, erythromycin metronidazole, vitamins&amp;insecticides,  govt has begun a hunt for 1,050 items
#CoronaVirusUpdate https://t.co/0VkJXli7aZ",0
1182,1182.0,1182.0,Holy communion cannot be the cause of the spread of coronavirus,Some Southern California Catholic churches alter communion services amid coronavirus concerns https://t.co/XaJKYczzin,2
5,5.0,5.0,Coronavirus is genetically engineered.,More Evidence Emerging that new Coronavirus is genetically engineered https://t.co/SYCNC4pNWI https://t.co/fzFdN5fi1u,1
1158,1158.0,1158.0,Avocado and mint tea cures coronavirus.,"Experts warn to stock up of extra food, clean water, multivitamins &amp; first aid before the long city wide quarantines due to covid-19.
https://t.co/PnLi0WkvPw
coronavirus ikea starbucks patriot prepper veteran trucker biker farmer rancher hunter vancouver bc richmond victoria xrp https://t.co/yLqkHYyVYm",0
2104,2104.0,2104.0,COVID-19 is only as deadly as the seasonal flu.,"@USERNAME @USERNAME @USERNAME @USERNAME o far this flu season, about 0.05% of people who caught the flu have died from the virus in the U.S., according to CDC data. 

In the study published Feb. 18 in the China CDC Weekly, researchers found a death rate from COVID-19 to be around 2.3% in mainland China",2
2072,2072.0,2072.0,Coronavirus can only survive in cold temperatures.,"In the best-case scenario, spread of the virus is delayed by warm weather. The fatality and hospitalisation rates are overstated because of the prevalence of smokers and poor healthcare in China. Our hospitals are capable of quickly increasing capacity for intensive care.
13/15",1
1561,1561.0,1561.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"@USERNAME You are quite entitled to your beliefs, as am I. I cannot stand the gross misrepresentation of facts and the growing partisan divide. Today a person died of Covid 19. Yesterday our President called the potential pandemic a hoax perpetrated by Democrats.",0
1833,1833.0,1833.0,A person can tell if they have coronavirus or not simply by holding their breath.,@USERNAME @USERNAME Why would you kiss that flag that could have been handled/touched by someone who has the coronavirus??  Lots of people are infected but haven't shown any symptoms yet or they have a cough &amp; think it's a cold.,0
1969,1969.0,1969.0,Vitamin C can prevent coronavirus circulation.,"If washing your hands regularly, especially after toilet, can stop spread of flu &amp; colds. It can also help with reducing the spread of Corona virus! https://t.co/EL8mDa869K",0
1707,1707.0,1707.0,COVID-19 is only as deadly as the seasonal flu.,"@USERNAME @USERNAME @USERNAME Apologies, just noticed that. But that also bumps the margin tremendously now that we're both talking worldwide. Covid-19 is undoubtedly and significantly deadlier than the flu.",2
138,138.0,138.0,We're very close to a vaccine.,Just a reminder. A coronavirus vaccine is at least a year or a year and half away. So we're going to have to fight it the old fashioned way. https://t.co/18Cgy0ZAwa,2
319,319.0,319.0,Vitamin C can prevent coronavirus circulation.,"Self-quarantine may provide option to slow spread of coronavirus
https://t.co/vpXKPRgyPb
+ Check out https://t.co/Gbu4tj9In3",0
1069,1069.0,1069.0,The lifetime of SARS-CoV-2 is only 12 hours.,"Trend up+7742: *Xu X* et al (Eur J Nucl Med Mol Imaging) __Imaging and clinical features of patients with 2019 novel coronavirus SARS-CoV-2__
https://t.co/DkBrxtSIRJ",0
