,Unnamed: 0.1,Unnamed: 0,premise,text,stance
415,,,Hand sanitiser sold commercially does not destroy the coronavirus.,Planning a staycation ? Make sure you plan ahead ! Pack your hand sanitiser and masks as they will be needed . It is important that you also have a plan if you get coronavirus whilst on holiday . #Coronavirus HTTPURL,0
989,989.0,989.0,Fennel tea cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/ZMzns5SV88",0
361,,,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,TWO JOURNEYS . The visionary 2010 novel that predicted the Corona Pandemic :globe_showing_Europe-Africa: HTTPURL :globe_showing_Europe-Africa: :framed_picture: :orange_book: :books: #amreading #Adventure #lovereading #booklover #author #escape #pandemia #pandemic #Postapo #postapocalyptic #bookoftheday #corona #covid19 #coronavirus #fabulous #lo ... HTTPURL,0
1541,1541.0,1541.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","****Important****

Chinese propaganda is blaming American Soldiers for infecting Wuhan during the Military Games in 2019.

#coronavirus #NCP #nCoV2019 #COVID19 #SARSCoV2 https://t.co/0JReYVtVJd",0
1336,1336.0,1336.0,Coronavirus is caused by 5G.,"pro-Iranian regime activist who had previously said reports of the coronavirus outbreak in Iran were a ploy to lower voter turnout in the country’s general election, has died from the disease on Friday, according to a semi-official news agency report. https://t.co/7V8fd5VlsA",0
580,580.0,580.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Coronavirus is Scary. 
But The World's First Pandemic
Might Have Killed 50 Million People.
https://t.co/QJ43F81cuw https://t.co/9pC0C3jBsU",0
180,,,Africans are more resistant to coronavirus.,#coronavirus lockdown continues !,0
522,522.0,522.0,We're very close to a vaccine.,@USERNAME @USERNAME @USERNAME It's a good move to curtail travel back and forth from a number of countries. But on another point one of the only way we can fight Covid-19 is to quarantine cities as Italy and China did. You don't see that with seasonal flu because we are used to it even though it's a killer.,0
1568,1568.0,1568.0,Coronavirus can only survive in cold temperatures.,"@USERNAME @USERNAME Coronavirus isn't just a singular virus, but a group of viruses. Most aren't any worse than the common cold. The more severe ones like sars, &amp; COVID-19  are only dangerous to  those with weakened/compromised immune systems or left untreated.",0
1180,1180.0,1180.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME Not necessarily. Normal flu has a mortality rate of less than 0.1%. Wuhan virus has a mortality rate above 2%. Even with only 35 million infected like the infographic the difference is 35,000 deaths normal flu, 700,000 for COVID-19.",0
259,259.0,259.0,Avocado and mint tea cures coronavirus.,Antibacterial hand sanitizers and antibiotics will not help if you have Coronavirus... wash your hands with soap&amp; water #coronavirusnigeria #COVID2019 #2019nCoV #coronavirusInkenya #coronavirusinlagos,0
602,,,SARS-CoV-2 can survive for weeks on surfaces.,:newspaper: The SARS-CoV - 2 virus endures for days on plastic or metal but disintegrates soon after landing on copper surfaces . Here 's why : #Covid #Copper #metal HTTPURL,0
446,,,Hand sanitiser sold commercially does not destroy the coronavirus.,"Does anyone know what the shelf life of the #coronavirus is ? I mean , if someone sneezes on an item in a store , how long does the virus stay alive to infect you ?",0
626,,,SARS-CoV-2 can survive for weeks on surfaces.,New #COVID19 preprint : Structure of replicating SARS-CoV - 2 polymerase HTTPURL,0
995,995.0,995.0,Hand sanitiser sold commercially does not destroy the coronavirus.,"If you weren’t Germophobic   before, hearing about how the corona virus is spreading should turn you into one. I’m sure sales for hand sanitizer have gone through the roof. With that said, I’m really about to buy stock  for hand sanitizer &amp; bleach.",0
88,88.0,88.0,The lifetime of SARS-CoV-2 is only 12 hours.,New Research Shows Overlap of COVID-19 With SARS and MERS https://t.co/HhquSslz5s,0
596,,,We're very close to a vaccine.,#COVID19 when are we all getting tests ?,0
688,688.0,688.0,Vitamin C can prevent coronavirus circulation.,"Moonshine will cure the coronavirus.
I put that shit on everything.",0
288,,,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",I think ppl have a math problem . To date there have been 81000 cases of #coronavirus in China over past 2 months vs a population of 1.3 billion . That 's . 00006 % of the population . Chill out wash your hands and live your life .,0
203,203.0,203.0,Vitamin C cures coronavirus.,"Same sentiment in Cambridge / Boston. Standard OTC medications, hand santitizers, and face masks cleaned out of every store. Overheard conversations of #coronavirus in the city, and even in small coastal towns in Maine. People have taken notice and are worried #SARSCoV2 #CoVid19 https://t.co/2GxeNvkbRx",0
2033,2033.0,2033.0,Fennel tea cures coronavirus.,"As the worry surrounding the coronavírus grows, we should stop to think of the essentials we can always have stocked up in case of any sort of emergency (job loss, natural distaster, etc). We should always have a safety stock of non-perishables, essential medicine, and water. https://t.co/sTwlcSdYA3",0
931,931.0,931.0,Fennel tea cures coronavirus.,"I bought 200 black face masks like a month and a half ago knowing this corona virus might kick off. Also stocked the house with pounds of rice, beans, water, and disinfectant. Feeling very good about this choice rn",0
521,,,Coronavirus is caused by 5G.,"More #coronavirus #5G connection . China , 5G , And The Wuhan Coronavirus : The Emperor 's New Virus - ElectricSense HTTPURL",0
1994,1994.0,1994.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"MUST WATCH
Applying Ockham's Razor Principle to the #COVID19 PANDEMIC 
Francis Boyle: Wuhan Coronavirus is an Offensive Biological Warfare Weapon https://t.co/T8mHIJ86P2 via @USERNAME",0
524,524.0,524.0,We're very close to a vaccine.,@USERNAME Jeezus. This is clearly not going to be a viable treatment for most coronavirus sufferers. Let’s hope for a vaccine soon!,0
308,,,The lifetime of SARS-CoV-2 is only 12 hours.,SARS-CoV - 2 uses the protein polymerase to replicate its genome inside infected human cells . What if you could stop this reaction ? Researchers have identified a library of molecules that shut down the SARS-CoV - 2 polymerase reaction . #coronavirus #protein HTTPURL,0
208,,,Vitamin C can prevent coronavirus circulation.,#Coronavirus can some one tell me how it spreaded .,0
48,48.0,48.0,Hand sanitiser sold commercially does not destroy the coronavirus.,Do Cleaning Products and Sanitizers Prevent Coronavirus? | Time https://t.co/CNzZUCr8Tj,0
1633,1633.0,1633.0,Vitamin C cures coronavirus.,"Unpopular but accurate opinion:

Flu kills ~46,000 people in 5 months. No one bats an eye. No one buys Costco out of bleach and bottled water. 

Coronavirus kills THREE PEOPLE and the nation collectively freaks the fuck out. 

Fuck people, man.",0
396,396.0,396.0,SARS-CoV-2 can survive for weeks on surfaces.,"Transmitted from surfaces human to human
If it can remain contagious for over a week... Thats jarring. https://t.co/gnn9BIhBoF",1
516,,,Coronavirus is caused by 5G.,Protecting the community from covid 19 and 5g ! Link in bio . #covid19 #5g HTTPURL,0
374,374.0,374.0,A person can tell if they have coronavirus or not simply by holding their breath.,@USERNAME @USERNAME It doesn't matter if they're praying for the coronavirus to go away or for wisdom and comfort or for a pizza to be delivered. Wasting time talking to nothing is stupid and potentially detrimental in this situation.,0
1522,1522.0,1522.0,Coronavirus is genetically engineered.,"The first time Trump's team had to deal with COVID-19, it made a critical mistake—with a cost #SmartNews It’s clear now that the very first time this White House was forced to confront this threat, it fumbled the response. One time may be all it took. https://t.co/P5qv6Cgafe",0
316,316.0,316.0,Fennel tea cures coronavirus.,"How to prevent corona virus??? Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc ?? #AdoptVedicHoliPreventCorona https://t.co/wrK0ZLJX2T",0
2063,2063.0,2063.0,A person can tell if they have coronavirus or not simply by holding their breath.,Did you know. Not a single person that has got or has had the Coronavirus has contracted it from drinking a bottle of Corona? True fact that.,0
1126,1126.0,1126.0,Fennel tea cures coronavirus.,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME India starts hunt for alternatives to China to source over 1k items

From textiles fabrics, refrigerators and suitcases to antibiotics such as amoxicillin
, erythromycin metronidazole, vitamins&amp;insecticides,  govt has begun a hunt for 1,050 items
#CoronaVirusUpdate https://t.co/0VkJXli7aZ",0
1425,1425.0,1425.0,Coronavirus is caused by 5G.,4th case of #COVID19 #coronavirus confirmed in Santa Clara County California. Expecting more cases.,0
639,,,SARS-CoV-2 can survive for weeks on surfaces.,FYI : #COVID19 is at least 10 times more dangerous than the common flu .,0
1485,1485.0,1485.0,Hand sanitiser sold commercially does not destroy the coronavirus.,"@USERNAME @USERNAME under the EPA's guidance for emerging viral pathogens, since Lysol, and Clorox and other disinfectants have been proven to effectively kill other human coronaviruses, users can safely use the wipes and sprays to disinfect surfaces in areas where the novel coronavirus is suspected",0
493,,,A person can tell if they have coronavirus or not simply by holding their breath.,"@USER Your health & the confidence that you are not sick is the nation 's business not just personal . You are our leader & we need to know without a doubt if you have the coronavirus or not . For once , lead by example . #CoronaVirusUpdate #coronavirus @USER",0
71,71.0,71.0,Coronavirus is genetically engineered.,"Prediction: COVID-19 is a nothing-burger.

The mortality rate is 2%, but that counts ALL deaths against only SOME of the infected. Most infected are asymptomatic and won't have reason to be tested, so the real mortality rate may be around the same as the common flu (0.1%).",0
496,496.0,496.0,Vitamin C cures coronavirus.,Man with coronavirus claims he overcame illness with ‘hot whiskey and honey’ https://t.co/XrpkvEkQC1 #FoxNews,0
330,,,The lifetime of SARS-CoV-2 is only 12 hours.,Hands up who thought  SARS-CoV - 2  was one of the droids from Star Wars ... #Coronavirus,0
320,,,The lifetime of SARS-CoV-2 is only 12 hours.,New article : Safety Considerations in the Laboratory Testing of Specimens Suspected or Known to Contain the Severe Acute Respiratory Syndrome Coronavirus 2 ( SARS-CoV - 2 ) . HTTPURL #coronavirus #COVID19 #2019ncov,0
1034,1034.0,1034.0,SARS-CoV-2 can survive for weeks on surfaces.,"How long does the new coronavirus remain active on surfaces?
https://t.co/ryGWt2c7FB https://t.co/XiPf3wYqJI",0
432,,,Hand sanitiser sold commercially does not destroy the coronavirus.,Superdrug is the first high street retailer to announce it will be selling a #coronavirus #antibodytest to the public .,0
542,542.0,542.0,Coronavirus can only survive in cold temperatures.,Coronavirus is probably in Ghana and someone is treating it with procold tabs,0
548,,,Coronavirus is caused by 5G.,@USER #Covid_19 IS A FRAUD .,0
262,,,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",@USER #WuhanCoronaVirus is your downfall and you will be held to account for your lies and malicious actions .,0
1135,1135.0,1135.0,We're very close to a vaccine.,@USERNAME If it mutates this quick then we’re essentially fucked.  So let’s say they come up with a vaccine for the Washington case. If the Kentucky case mutates then the vaccine in Washington is now useless.  Watch the movie outbreak. It essentially shows how this stuff works,0
7,,,Coronavirus is genetically engineered.,HTTPURL #CoronavirusOutbreak Things that make you think Hmmmmm .,0
387,,,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"@USER Ugh . You are a #WuMao . My book was published on January 1 , 2020 . That was well before the #Communist Party let the #Coronavirus reach #Pandemic proportions . As I am sure you know .",0
307,307.0,307.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Dr. Eric Toner, at Johns Hopkins Health Center said, “I hope &amp; pray Covid-19 turns out to be a moderate pandemic, but if not, we’re in serious trouble.”
“Even during mild flu pandemics, most of #US ICUs are filled to the brim with severely ill patients on mechanical ventilation.”",0
1676,1676.0,1676.0,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus will vanish if China accepts Jesus, says mad pastor - https://t.co/CxBH2vZ06u via @USERNAME",0
284,,,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",@USER More than 50000 Americans have died from #Covid_19 . Govt of India should support US Govt in saving life of critically ill US prople by sharing India 's knowledge and experience of plasma therapy with them .,0
612,,,SARS-CoV-2 can survive for weeks on surfaces.,HTTPURL Virus can ( at least in this identified circumstance ) remain infectious in the air for 16 hours ? Thats a sub-optimal development even if they are half wrong . #hvac #ventilation #COVID19 #SARS_CoV_2,0
810,,,COVID-19 is only as deadly as the seasonal flu.,At what point will #Covid19 become irrelevant ?,2
645,,,SARS-CoV-2 can survive for weeks on surfaces.,. @USER guidelines for #crewmember safety during #SARS-CoV-2 #CoronaVirus HTTPURL,0
534,534.0,534.0,We're very close to a vaccine.,@USERNAME @USERNAME Israel might just beat him to the cure. They are so close. They had been studying it for years in chicken and noticed it close to this version. Israeli scientists claim to be weeks away from coronavirus vaccine https://t.co/UyOcW5gk6q,0
52,52.0,52.0,The lifetime of SARS-CoV-2 is only 12 hours.,"The RO is the ""basic reproduction number"" (how many people each sick person infects). With an RO of less than 1 a disease will die out. A typical seasonal flu has an RO of 1.2 (for every 5 people, it spreads to 6 new people). The estimated COVID-19 RO is between 1.4 and 4.",0
86,86.0,86.0,SARS-CoV-2 can survive for weeks on surfaces.,Coronavirus could survive up to NINE DAYS outside the body https://t.co/KWrHNAnj9U via @USERNAME,1
170,170.0,170.0,Hand sanitiser sold commercially does not destroy the coronavirus.,The answer to whether or not household disinfectants like Lysol and Clorox can protect against the coronavirus is complicated.​ https://t.co/Er32xipuXl,0
601,,,SARS-CoV-2 can survive for weeks on surfaces.,"Has anyone ever considered that since #Covid-19 can live on surfaces for up to 3 days , that the postal system could be a vector for spread ?",0
593,,,We're very close to a vaccine.,"So now that we 've surpassed 90,000 deaths in a few months , can we drop the narrative that #covid19 is less deadly than the flu ?",0
839,839.0,839.0,Vitamin C cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/FtCgrWQA98 https://t.co/nMyi54HqOY",0
248,248.0,248.0,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus Disease 2019 (COVID-19) https://t.co/l5frRwd0Jp @USERNAME
CDC does not recommend that people who are well wear a facemask to protect themselves .
Facemasks should be used by people who show symptoms of COVID-19 to help prevent the spread of the disease to  others.",0
1282,1282.0,1282.0,SARS-CoV-2 can survive for weeks on surfaces.,How long can coronavirus live on surfaces? https://t.co/v5XhrePOi3,0
119,119.0,119.0,Avocado and mint tea cures coronavirus.,"St David's Day ewes - https://t.co/SWG0pumrT6 Dragons, daffodils and leeks, Coronavirus, Seniors, Minis and Mums https://t.co/BL5t4goSeP",0
335,,,The lifetime of SARS-CoV-2 is only 12 hours.,@USER Fresh and frozen food can harbor SARS-CoV - 2 for at least 21 days HTTPURL @USER #Contamination #Coronavirus #Fish #Meat #Pandemic #Virus #CoronavirusDisease #COVID19 #Foodborne #FoodSafety #SARSCoV2,0
565,565.0,565.0,Vitamin C can prevent coronavirus circulation.,Prevention &amp; Treatment of Coronavirus Disease COVID-19 https://t.co/iAyB1bVDmt Click link to read&gt;&gt; #articles,0
609,,,SARS-CoV-2 can survive for weeks on surfaces.,Kill #coronavirus on surfaces with STEAM . Simple . Alcohol wipes only do so much .,0
783,783.0,783.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME @USERNAME @USERNAME I'm losing the hope that we can fight. They have closed the entire city for more than one month and there are still cases. How is that even possible? When Wuhan had something like 800 cases they closed the city, Italy have more and isn't doing shit. Just a rant.",0
1691,1691.0,1691.0,Coronavirus can only survive in cold temperatures.,"Study finds that #Coronavirus could #survive up to NINE DAYS outside the body - but common disinfectants and higher temperatures could kill the #virus

https://t.co/svxSMWmSq1 via @USERNAME",1
576,576.0,576.0,SARS-CoV-2 can survive for weeks on surfaces.,@USERNAME Covid-19 could be contagious for 2 weeks prior to symptoms appearing. For flu it’s only 1-2 days. The rate of spread of Covid-19 could be tremendous.,0
349,349.0,349.0,Coronavirus is genetically engineered.,"@USERNAME True that. It is a bio weapon developed in the US. Sold to China during the Obama administration. The Chinese have modified it to give it race specific characteristics where the Asian population are more susceptible to infection. The CDC test kits were withdrawn, no testing now",1
625,,,SARS-CoV-2 can survive for weeks on surfaces.,Hands up who thought  SARS-CoV - 2  was one of the droids from Star Wars ... #Coronavirus,0
427,,,Hand sanitiser sold commercially does not destroy the coronavirus.,"Google 's top suggestion ,  homemade hand sanitizer  . #COVID19 #coronavirus",0
608,,,SARS-CoV-2 can survive for weeks on surfaces.,"#Coronavirus The virus is transmitted through direct contact with respiratory droplets of an infected person ( generated through coughing and sneezing ) , and touching surfaces contaminated with the virus . The COVID - 19 virus may survive on surfaces for several hours .",0
1166,1166.0,1166.0,A person can tell if they have coronavirus or not simply by holding their breath.,"@USERNAME @USERNAME how does a disease with no vaccine target people who are anti-vaccine-for-other-diseases?

if you got a measles vaccine or not has no impact on if you can / will get corona virus",0
606,,,SARS-CoV-2 can survive for weeks on surfaces., New test led by the usa govt scientists show that the virus can live in the air for several hours and on some surfaces for up to three days ... eg it can only survive for a day on a cardboard and several days on a glass  #CoronaVirusUpdate #Covid_19,1
858,858.0,858.0,Coronavirus can only survive in cold temperatures.,"Coronavirus is not dangerous for healthy people. Death rate is around 2% and the younger you're, the less fatality you get. There are many cases of the recovery.
#Coronavid19
#COVID2019 
#coronavirus",0
176,176.0,176.0,Coronavirus is caused by 5G.,"First Coronavirus-Related Death in U.S. Confirmed, More Cases with an Unknown Origin Reported https://t.co/z6gENZx6hA",0
289,,,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",A scene in Wuhan last week at a music festival . Zero new cases past months . I guess it 's safer to be in Wuhan now than in the US . HTTPURL #wuhan #COVID19 HTTPURL,0
313,313.0,313.0,Holy communion cannot be the cause of the spread of coronavirus,Coronavirus is spread via eye contact.,0
272,,,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","#EverydayHero People wait in line to donate their blood to support resumption of work in #Wuhan , Central China 's Hubei province , on July 4 , 2020 . More than 500 people recorded their information at a blood donation point . HTTPURL",0
305,305.0,305.0,COVID-19 is only as deadly as the seasonal flu.,"@USERNAME it’s more than 20k but that is not the point. COVID-19 is more virulent, deadlier than seasonal flu, there is no immunity and vaccine is 12 to 18 months away 

https://t.co/RmcgCEAN6h",2
1190,1190.0,1190.0,Africans are more resistant to coronavirus.,What countries have been affected by the Novel coronavirus? How many cases are there in China? Real-time updates on the number of cases worldwide. https://t.co/74mSKayPto عبر @USERNAME,0
507,507.0,507.0,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME @USERNAME ...originated in bats. In short, the characteristics of SARS-CoV-2 fall in line with what we know about other naturally occurring coronaviruses that made the jump from animals to people.
https://t.co/IJrbiLQapC",0
1447,1447.0,1447.0,Holy communion cannot be the cause of the spread of coronavirus,I pray for supernatural intervention of God to stop the spread of this corona virus and heal those afflicted by it. I pray for divine protection that the disease will Passover in Jesus name,0
295,,,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","WE ALL KNOW GOVT 's LIE , BUT ... 1,200 bodies are burned every day in mobile incinerators in Wuhan . Meanwhile , China has put in an order for enough incinerators to burn 30 MILLION people every day . China is lying to you ! #coronavirus HTTPURL TruthAbtChina 02",0
637,,,SARS-CoV-2 can survive for weeks on surfaces.,No evidence that flu vaccines raise risk of #SARS_COV_2 or #COVID19 . HTTPURL @USER,0
807,,,COVID-19 is only as deadly as the seasonal flu.,"No , #COVID_19 is not ‘ as deadly as the flu ' see below HTTPURL",2
692,692.0,692.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME @USERNAME @USERNAME @USERNAME Average on the current known cases. Depends how many more are undiagnosed. 80,000 cases (ish) in Wuhan, out of a population of 11million.",0
408,,,Hand sanitiser sold commercially does not destroy the coronavirus.,"With hand sanitizer in high demand right now due to the coronavirus , you may find it sold out in your local stores . Here are two easy homemade hand sanitizer recipes to try . #30Seconds #coronavirus #washyourhands #handwashing #health #virus HTTPURL",0
51,51.0,51.0,SARS-CoV-2 can survive for weeks on surfaces.,The Coronavirus is alive for 72 hours on the surface...Lawd https://t.co/STFPiPdl1B https://t.co/tJB0dACIK7,1
1964,1964.0,1964.0,Hand sanitiser sold commercially does not destroy the coronavirus.,"@USERNAME There are 5 strains of coronavirus that affect humans; it was first identified in early 1960's. Currently over 83,000 cases and 2,858 deaths. Like the common cold: there is no specific antiviral treatment, only supportive care to help relieve symptoms.",0
