,Unnamed: 0.1,Unnamed: 0,premise,text,stance
307,307.0,307.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Dr. Eric Toner, at Johns Hopkins Health Center said, “I hope &amp; pray Covid-19 turns out to be a moderate pandemic, but if not, we’re in serious trouble.”
“Even during mild flu pandemics, most of #US ICUs are filled to the brim with severely ill patients on mechanical ventilation.”",0
295,295.0,295.0,Hand sanitiser sold commercially does not destroy the coronavirus.,@USERNAME There's evidence that exclusive breastfeeding will help to protect babies from coronavirus. It's less clear if the mother is infected. It appears that the main concern is the risk of proximity to an infected person. Milk that has been tested has not been found to have the virus.,0
1477,1477.0,1477.0,A person can tell if they have coronavirus or not simply by holding their breath.,"Masks primarily prevent a person from giving the disease to someone else. 
There are limits to how a mask can protect you from being infected. 
The most important thing everyone can do is wash your hands, keep your hands away from your face and very precise hygiene. #coronavirus https://t.co/yND8YmGtB7",0
665,665.0,665.0,A person can tell if they have coronavirus or not simply by holding their breath.,"According to CDC, most people get infected with human Coronaviruses during their lifetime. It usually causes mild to moderate respiratory infections, like the common cold. But it can cause more severe illnesses such as bronchitis &amp; pneumonia.

Dems politicizing it causes PANIC! https://t.co/ujE8Bbr1nW",0
559,559.0,559.0,Holy communion cannot be the cause of the spread of coronavirus,"The spread of coronavirus is fundamentally a political problem caused by apathy, ignorance and beliefs (contentment with ignorance). https://t.co/f5xwUgSj6N",0
1543,1543.0,1543.0,Coronavirus is caused by 5G.,"Coronavirus causes MANY illnesses, depending on the strain. Common colds are coronavirus. 
MERS &amp; SARS are also coronaviruses. 
COVID19 is apparently a robust strain that is very hard on the lungs, more dangerous to those with already-compromised immune or pulmonary  systems.",0
693,693.0,693.0,Coronavirus is genetically engineered.,"Coronavirus causes MANY illnesses, depending on the strain. Common colds are coronavirus. 
MERS &amp; SARS are also coronaviruses. 
COVID19 is apparently a robust strain that is very hard on the lungs, more dangerous to those with already-compromised immune or pulmonary  systems.",0
1089,1089.0,1089.0,Vitamin C can prevent coronavirus circulation.,Practical advice for how to get ready for a possible coronavirus epidemic in the U.S. https://t.co/YFuR1gzSyG,0
753,753.0,753.0,Africans are more resistant to coronavirus.,"@USERNAME East Asians, Japanese, and Han Chinese are the most likely people to become severely sick by the coronavirus with a chance of more than 90% when exposed. Europeans only rank in the 50%, Africans in the 60% range, and considered low to medium. https://t.co/lWyNQl4eLI",1
185,185.0,185.0,SARS-CoV-2 can survive for weeks on surfaces.,Study finds that Coronavirus could survive up to NINE DAYS outside the body | Daily Mail Online https://t.co/cOpLpNRiq9 via @USERNAME,1
1786,1786.0,1786.0,Hand sanitiser sold commercially does not destroy the coronavirus.,"Effective basic precautions against cold and flu viruses
To help prevent all respiratory illnesses including Coronavirus COVID-19:

Clean your hands often with soap and water or use alcohol-based hand sanitizer.
Cough and sneeze into the bend of your arm, not into your hand.",0
1140,1140.0,1140.0,We're very close to a vaccine.,"@USERNAME @USERNAME There’s a vaccine for flu.  In the USA you have to pay for it, most advanced countries don’t.  There’s no vaccine for coronavirus which means this virus spreads quicker and has a higher fatality rate. Plus the US have not had sufficient testing kits; it could be a time bomb.",0
286,286.0,286.0,Coronavirus is caused by 5G.,FEAR FAKERY AND MISINFORMATION  COVID -19 COVERAGE SET TO CAUSE MOR EHARM THAN THE VIRUS.,0
1544,1544.0,1544.0,Coronavirus is genetically engineered.,"Trump thinks the Coronavirus is a hoax. 
We are all fucked.",0
1895,1895.0,1895.0,We're very close to a vaccine.,It's good that they've created a vaccine over a cure. A cure would have been unnecessary and probably would have to include parts of the strain itself and that's obviously extremely riskly. Cures have often been even worse diseases than the one the subject has already got. https://t.co/0gxBeUhaMZ,0
1503,1503.0,1503.0,Vitamin C can prevent coronavirus circulation.,Modern plumbing helps prevent spread of COVID-19 Coronavirus. Toilets and the installation of water distribution systems that deliver clean water into homes are widely acknowledged to have saved more lives than anything else in the world: https://t.co/LsNSSTAqXA https://t.co/IVrMFaqAeo,0
1099,1099.0,1099.0,Coronavirus is genetically engineered.,Corona virus is probably just a government population control mission. It’ll buff.,1
1218,1218.0,1218.0,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus is not dangerous for healthy people. Death rate is around 2% and the younger you're, the less fatality you get. There are many cases of the recovery.
#Coronavid19
#COVID2019 
#coronavirus",0
2007,2007.0,2007.0,We're very close to a vaccine.,"@USERNAME Brett, we are nowhere close to a vaccine for corona",2
1317,1317.0,1317.0,Coronavirus is genetically engineered.,"Coronavirus has literally warped the physics of space-time.

When Americans look at Italy and Iran, they’re looking two weeks into the future.",0
937,937.0,937.0,Coronavirus is genetically engineered.,Liars Brian Williams and Michael Moore Smear President Trump on MSNBC as Falsely Saying Coronavirus Is a Hoax https://t.co/LOvTrMzCo1 via @USERNAME,0
397,397.0,397.0,Coronavirus is genetically engineered.,"Foreign envoys praise Taiwan's quick response to COVID-19 threat
https://t.co/KJnhQVrcor",0
968,968.0,968.0,SARS-CoV-2 can survive for weeks on surfaces.,Coronavirus can live on common surfaces for nine days https://t.co/AeuZmNpKU2,1
730,730.0,730.0,Holy communion cannot be the cause of the spread of coronavirus,"CORONAVIRUS VACCINE: LUCK OR ANSWERED PRAYER?
https://t.co/f0TFoAEotl https://t.co/f0TFoAEotl",0
485,485.0,485.0,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus: Catholic Archdiocese of Lagos suspends sign of peace, direct priests to give communion on the palms https://t.co/Ksx37IC6fh https://t.co/xSj2RYvegm",0
686,686.0,686.0,Coronavirus is caused by 5G.,"The novel coronavirus pneumonia in the United States and Japan is very serious. Neither government has detected or set the high standards of detection, causing a very small number of false infections. In fact, the number of infected persons in two countries is very, very high.",0
356,356.0,356.0,The lifetime of SARS-CoV-2 is only 12 hours.,"Eurosurveillance | Differential diagnosis of illness in patients under investigation for the novel coronavirus (SARS-CoV-2), Italy, February 2020 https://t.co/TvSkEUJMX8",0
526,526.0,526.0,Coronavirus is genetically engineered.,Coronavirus is just a test to see who washes their hands or not,0
325,325.0,325.0,Avocado and mint tea cures coronavirus.,"It's probable @USERNAME caught Rhinovirus not Coronavirus. Get many doses of good chicken soup, run humidifier and bundle up for a few days. In future use zinc lozenges at the very first twinge of cold symptoms.  It works astoundingly well in reducing severity of colds. https://t.co/NJvqjSONe7",0
1275,1275.0,1275.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,VERIFY: Dean Koontz did not predict the coronavirus outbreak in his 1981 book https://t.co/3yfN9ard2S via @USERNAME,2
1986,1986.0,1986.0,Vitamin C cures coronavirus.,"I consume, in order of importance: Abraham Hicks tenets, Organika bone broth powder, UVB light on legs not soap-washed for 48 hours to extract D3, B12, + food mentioned in a 600-year old Chinese med book, ""Worth 1,000 Times More Than Gold"", alkaline/organic food/water +a few more https://t.co/JxhyLkZWDD",0
2017,2017.0,2017.0,A person can tell if they have coronavirus or not simply by holding their breath.,"When officials say someone has contracted coronavirus of unknown origin, it probably means they got it on facebook.",0
1730,1730.0,1730.0,Holy communion cannot be the cause of the spread of coronavirus,Coronavirus: Disease won’t affect my church members – Pastor Adeboye https://t.co/I1eo5vcdta https://t.co/Hsa4KIs3Pv,1
1186,1186.0,1186.0,A person can tell if they have coronavirus or not simply by holding their breath.,People are so free with their judgement of how people are responding of the coronavirus. It's really easy to judge from afar if it's so far removed from you. Take a moment to reflect and withhold judgement and replace it with empathy.,0
904,904.0,904.0,Fennel tea cures coronavirus.,"@USERNAME How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/yXZvqVskF8",0
1923,1923.0,1923.0,Coronavirus is caused by 5G.,Coronavirus is spread via eye contact.,0
1656,1656.0,1656.0,Coronavirus is genetically engineered.,"The coronavirus was found to be man made. It didnt perform as expected, killing millions. If you have a good immune system, you beat it easily. It's a hoax. https://t.co/yQH1e8pQph",1
941,941.0,941.0,Coronavirus is caused by 5G.,"FOFLMAOTTC FOFLMAOTTC 
Fact: Coronavirus is spread by sneezing and coughing in close contact with other people.
Fact: NIH believes it lives on surfaces up to 9 days.
Fact: secondary exposure is increasing.
Theory: what do you think the odds are here?
FOFLMAOTTC FOFLMAOTTC https://t.co/exFp5iwyH0",0
1166,1166.0,1166.0,A person can tell if they have coronavirus or not simply by holding their breath.,"@USERNAME @USERNAME how does a disease with no vaccine target people who are anti-vaccine-for-other-diseases?

if you got a measles vaccine or not has no impact on if you can / will get corona virus",0
1500,1500.0,1500.0,The lifetime of SARS-CoV-2 is only 12 hours.,The tone of the article suggests that there might be tens of thousands of people in Japan being infected with coronavirus SARS CoV-2. https://t.co/8mQniwbG3b,0
457,457.0,457.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,Wuhan-400 #CoronavirusUpdate – 1981 Novel Predicts Virus Origin: The Eyes of Darkness https://t.co/CwLlO04pz9 via @USERNAME,1
1839,1839.0,1839.0,Vitamin C cures coronavirus.,"CORONA TERROR.
Eat Ginger with all your edible food and tea.
Before Going to Bed take boil water with Ginger and turmeric.
Boost your Immunity with Original Honey",0
1545,1545.0,1545.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Delusion? With 15-20% needing hospitalization?

""Gardham said that now makes Canada better prepared than many other countries to respond to a pandemic — with the caveat that most of the country's hospitals are now at 100 per cent capacity.""

https://t.co/WvWVBSVYIG",0
1321,1321.0,1321.0,Fennel tea cures coronavirus.,"Thanks to the media-sparked corona virus hysteria some people here in Germany have started panic buying goods like noodles, canned bread and water. Amazing.",0
577,577.0,577.0,Holy communion cannot be the cause of the spread of coronavirus,@USERNAME The United States government should accept the lessons of the Hubei provincial government in dealing with the outbreak of the new coronavirus and do a good job in preventing the spread of the epidemic. The rapid spread of the disease cannot be stopped by mere mouth shots.,0
930,930.0,930.0,Vitamin C cures coronavirus.,"apparently costcos in king county are completely out of toilet paper, hand sanitzer, paper towels, clorox wipes, and bottled water. people are FREAKING out about coronavirus having killed someone so close to home. don’t go to costco today 🙃",0
810,810.0,810.0,Coronavirus is genetically engineered.,Coronavirus and influenza comparison is really invalid. Influenza spread is minimized because many of us including me are vaccinated. No protection against spread of highly contagious corona virus.,0
1568,1568.0,1568.0,Coronavirus can only survive in cold temperatures.,"@USERNAME @USERNAME Coronavirus isn't just a singular virus, but a group of viruses. Most aren't any worse than the common cold. The more severe ones like sars, &amp; COVID-19  are only dangerous to  those with weakened/compromised immune systems or left untreated.",0
1798,1798.0,1798.0,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus symptoms UK: Why you could be infected without even realising, expert claims https://t.co/3ART7FMlLV https://t.co/8ezeCc5PWG",0
1287,1287.0,1287.0,The lifetime of SARS-CoV-2 is only 12 hours.,"some good news: in 48 hours, University of Sao Paulo and Oxford University scientists decoded the COVID-19 genome of the 1st infected case in Brazil. Scientists around the world take at least 15 days to do so. This will help to study mutations and track the epidemy route.",0
522,522.0,522.0,We're very close to a vaccine.,@USERNAME @USERNAME @USERNAME It's a good move to curtail travel back and forth from a number of countries. But on another point one of the only way we can fight Covid-19 is to quarantine cities as Italy and China did. You don't see that with seasonal flu because we are used to it even though it's a killer.,0
2054,2054.0,2054.0,Coronavirus is caused by 5G.,"Coronavirus is not airborne.  Please read.  It is droplet.

https://t.co/T3FBOALM8X",0
390,390.0,390.0,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus will not locate you and your family . Even when u unknowingly come in contact with an infected person, the blood of the lamb protects u from any form of harm. 
Luke 10:19 - Nothing shall “by any means” hurt you. Just be careful guys 👏🏿👏🏿👏🏿",0
1471,1471.0,1471.0,Avocado and mint tea cures coronavirus.,"Virus prone diseases  like #Coronavirus, flu, cold are natural this time. Influx your diet with Neem, Tulsi &amp; garlic. Have equal greens if non-veg, take less caffeine, two cups daily is ok. https://t.co/8M9dnBq7Io",0
829,829.0,829.0,Hand sanitiser sold commercially does not destroy the coronavirus.,"Is hand sanitiser better than hand washing against coronavirus? 
#coronavirus
https://t.co/pYB6ht2MH3",0
1399,1399.0,1399.0,We're very close to a vaccine.,"At least we are capable of creating a cure, unlike other groups of people. https://t.co/955K0u4mLh",0
1406,1406.0,1406.0,We're very close to a vaccine.,"I don’t understand why Dems say President Trump cannot handle the Coronavirus.He closed our airports to China early, and he consults experts every day to determine correct policies. Our companies are looking for a cure.  There is nothing for the Dems to politicize in his actions.",0
1180,1180.0,1180.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME Not necessarily. Normal flu has a mortality rate of less than 0.1%. Wuhan virus has a mortality rate above 2%. Even with only 35 million infected like the infographic the difference is 35,000 deaths normal flu, 700,000 for COVID-19.",0
0,0.0,0.0,Coronavirus is genetically engineered.,How the COVID-19 outbreak is changing global politics https://t.co/dc6lgl9l83,0
688,688.0,688.0,Vitamin C can prevent coronavirus circulation.,"Moonshine will cure the coronavirus.
I put that shit on everything.",0
1553,1553.0,1553.0,We're very close to a vaccine.,@USERNAME @USERNAME Forgot how many died in America due to the flu and that’s even with a vaccine. This things like the flu but with a few extra steps. Biotech people are working on some shit that could work with stopping coronavirus; because it’s a sars based illness they’ve got experience.,0
324,324.0,324.0,We're very close to a vaccine.,"Now when it comes to vaccines, as far as I know they HAVE tried creating a coronavirus vx for dogs and cats and they’re not fantastic. No one quote me on the next sentence but I’m pretty sure it’s because it mutates too often for the immune system to build adequate response.",0
1307,1307.0,1307.0,Vitamin C can prevent coronavirus circulation.,"@USERNAME Please get the FDA to approve ambroxol and make it available immediately. The German makers donated it to China because it can lessen the effect of coronavirus.

https://t.co/vq9KswkVng",0
1233,1233.0,1233.0,SARS-CoV-2 can survive for weeks on surfaces.,"Trump is too ignorant to consider how many people may have touched that flag before he did.  ""early evidence suspects the virus can survive up to nine days at a comfy room temperature.""   https://t.co/3JtK7ymSbU https://t.co/xd0U3jCCxA",1
1173,1173.0,1173.0,Coronavirus is caused by 5G.,"42 GHz frequencies, close to the middle of the 5G spectrum, cause mice to suffer from immune system problems - and presumably humans too.

As the world's premier adopter of 5G
China compromised the immunity of its population
resulting in a COVID=19 epidemic

#coronavirusus",1
1039,1039.0,1039.0,Coronavirus is caused by 5G.,"coronavirus is just Acute Respiratory Disease , affecting how the hemoglobin in yo lungs absorb the oxygen affected by 5G airwaves , radio , micro n other electromagnetic waves approved by the govt to be in our air",1
720,720.0,720.0,Holy communion cannot be the cause of the spread of coronavirus,The flu is nature being nature. Abortion is the savage nature of man left unabated. Abortion is man murdering man.. https://t.co/sWh3pXTENp,0
198,198.0,198.0,Hand sanitiser sold commercially does not destroy the coronavirus.,A UC Davis student who had been quarantined and tested for COVID-19 does not have the coronavirus.,0
1891,1891.0,1891.0,Fennel tea cures coronavirus.,"@USERNAME WHAT ABOUT THE ILLEGALS ENTERING W/ NO MEDICAL EXAM!THEY SLREADY BROUGH SICKNESS LIKE VENEREAS TUBERCULOSIS., CHICKEN pox Rubeola, mumps,POLIO and more! S@D DE@OCRATS ARE OK W/THAT! ILLEGALS R MORE DANGEROUS THAN THE CORONA VIRUS! WAKE UP AMERICA / ANOTHER DEMOCRAT DISTRACTION",0
79,79.0,79.0,Fennel tea cures coronavirus.,"CONTENT NOTE: brief mention of menstruation and elimination substances from when you go to the bathroom, discussion of the environment and whatnot
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

During cold, flu, and coronavirus season, remember that antibacterial hand and body soaps are bad for:",0
272,272.0,272.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Horrific similarities in the outbreak of #covid19 and the plot of the 2011 hollywood movie #contagion by Oscar winning director #stevensoderbergh

Were we warned??",0
197,197.0,197.0,Fennel tea cures coronavirus.,Antibacterial hand sanitizers and antibiotics will not help if you have Coronavirus... wash your hands with soap&amp; water #coronavirusnigeria #COVID2019 #2019nCoV #coronavirusInkenya #coronavirusinlagos,0
833,833.0,833.0,The lifetime of SARS-CoV-2 is only 12 hours.,Here Comes the Coronavirus Pandemic https://t.co/UP2VMSfPUw Mr. Trump has requested from Congress only $2.5 billion to address Covid-19 — far less than the $15 billion that experts say is needed.,0
1055,1055.0,1055.0,Coronavirus is caused by 5G.,"Coronavirus in Italy: Over 1,100 Now Infected, 29 Dead https://t.co/4m9wFafy5j",0
1854,1854.0,1854.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME China’s dishonesty with world risks complacency which may lead to increased deaths. Every reliable researcher talked about  at least 10 xs more cases than China reported. Feb 1- 24589 deaths and 234,000 infections. Taiwan News produced Chinese official web site. Now 2800 deaths?",0
618,618.0,618.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,@USERNAME @USERNAME @USERNAME Pffft. How delusional are you mob? Like anyone would wish a pandemic on their own country. I notice your idol the Mango Mussolini thinks Corona Virus is a hoax! I bet he and the loony anti vaxers run to get shots if there are mass deaths from it in the US.,0
411,411.0,411.0,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME https://t.co/L4rE5EPhqA
""Here, we report the #design, #synthesis, and recovery of the largest #synthetic replicating life form, a 29.7-kb bat severe acute respiratory syndrome (SARS)-like coronavirus (Bat-SCoV), a likely progenitor to the SARS-CoV epidemic.""",0
483,483.0,483.0,Avocado and mint tea cures coronavirus.,"How to survive coronavirus:
1. Wash the fuck out of your hands
2. Hoard Gatorade
3. Watch the news endlessly until you’ve shit yourself with fear. 
4.  Buy a year’s supply of hand sanitizer, Clorox wipes, surgical gloves, and wine 
5. Never leave the house again",0
426,426.0,426.0,Africans are more resistant to coronavirus.,"CDC says it has NO IDEA if pregnant women are more susceptible to #cornonavirus, or if they are at greater risk for 
severe illness or death.

Also no idea if an infected mother can transmit the infection to the fetus.

https://t.co/nN2OIaknDA",0
1523,1523.0,1523.0,Coronavirus is caused by 5G.,"Mexico has confirmed its first two cases of coronavirus. It marks the official spread of the disease to a second Latin American nation, after Brazil. 

https://t.co/sBteoPffhj",0
760,760.0,760.0,Coronavirus is genetically engineered.,"@USERNAME @USERNAME @USERNAME This is war.
Our survival depends on the win. Sr. Fauci agrees with  blocking all flights  from Iran while allowibg flights from Italy, Japan &amp; S. Korea. 

What is stopping asymptonatic  carriers from moving from one part to another of a Covid-19 infected country &amp; flying to USA?",0
1715,1715.0,1715.0,Coronavirus is genetically engineered.,"@USERNAME You are very wrong. 

This was a human-created virus for the purpose of bioterrorism, in Wuhan. 

I had a long discussion with a well-known ID doc on Friday. This is legitimately frightening.",1
1953,1953.0,1953.0,COVID-19 is only as deadly as the seasonal flu.,@USERNAME @USERNAME Covid-19 has a high mortality compared to flu. At 2-3% than for every 50 people infected at least 1 will die. They say most of the population will get infected. I don’t understand why people compare it to the flu. Flu in US is only 0.095% mortality rate.,2
1143,1143.0,1143.0,We're very close to a vaccine.,"@USERNAME i mean, i'm more talking about the fact that we're probably gonna see shortages soon if supply chains that go through china keep being halted thanks to the virus. the virus itself poses a significantly smaller risk.",0
989,989.0,989.0,Fennel tea cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/ZMzns5SV88",0
717,717.0,717.0,Holy communion cannot be the cause of the spread of coronavirus,How will God stop the spread of Coronavirus when he was the one who made it to punish heathens? Does God command natural selection and deselection?,0
2109,2109.0,2109.0,Holy communion cannot be the cause of the spread of coronavirus,"Watching Nostradamus. 
Nostradamus has  predicted that the 3rd anti Christ has already arrived, and the days of the apocalypse are already upon us.
Has anyone considered that:
1- Trump is the anti Christ?
2- Coronavirus is the onset of the apocalypse?",0
1160,1160.0,1160.0,Hand sanitiser sold commercially does not destroy the coronavirus.,"Masks, antibiotics and hand sanitisers: Amid coronavirus, Australia's secret medical stockp… https://t.co/ZyhiPpPKi4",0
924,924.0,924.0,SARS-CoV-2 can survive for weeks on surfaces.,"SARS-Cov-2 is new and therefore “scary” as we try to learn more about it, prepare for worst case scenarios, and continue to watch it spread. But actually Coronavirus research has been going on for decades, under appreciated and underfunded",0
1006,1006.0,1006.0,Vitamin C cures coronavirus.,"Medical mask, tylenol, weed, ginger ale, al pastor tacos, and vicks. https://t.co/NEtl7vzAue",0
50,50.0,50.0,Africans are more resistant to coronavirus.,Since RNA viruses are known to mutate extremely rapidly I wonder if there's different strains of the coronavirus circulating where some are more deadly than others due to the evolution of the virus.,0
1726,1726.0,1726.0,Holy communion cannot be the cause of the spread of coronavirus,Coronavirus: Disease won’t affect my church members – Pastor Adeboye https://t.co/qHRw7ADAK3 https://t.co/Uc9YOM3kia,1
1781,1781.0,1781.0,Holy communion cannot be the cause of the spread of coronavirus,#coronavirus we were born with those Spirits that's why we live but death is now to those who deny. Our herbs and scents will not protect you you must confess Then if the Spirits believe you you shall be saved Jesus is the done ofGid and the Messiah confess your sins world,0
1593,1593.0,1593.0,Coronavirus can only survive in cold temperatures.,How long can coronavirus survive on surfaces? https://t.co/wqup90GHvL https://t.co/AXHzrvwLQ9,0
2062,2062.0,2062.0,Holy communion cannot be the cause of the spread of coronavirus,"I’ve been thinking and let’s say the Coronavirus hits a GOP state, there are several possibilities: 1) mortality rate will steadily rise due to use of essential oils, 2) the infection rate will go up even higher due to large gatherings at religious institutions or 3) anarchy.",2
1460,1460.0,1460.0,The lifetime of SARS-CoV-2 is only 12 hours.,"The total confirmed cases in China is 79,824, of which 41,825 (or 52%) and a total of 2,870 deaths have been recorded.

Based on those figures, the case fatality rate for Covid-19 is 3.6%",0
647,647.0,647.0,Africans are more resistant to coronavirus.,"@USERNAME Statistics show men are more at risk of dying for coronavirus. 
 https://t.co/c3XWMmIpTd",0
1991,1991.0,1991.0,COVID-19 is only as deadly as the seasonal flu.,"9/13 Could be problematic if breaks out among homeless — sanitation, close quarters... Don’t think COVID-19 is inherently any more fatal than the flu, but Panicked Public = Drama.  Hoping we will avoid this. https://t.co/gCF1mudgQb ...",1
649,649.0,649.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",SA citizens in Wuhan: Govt's evacuation about-turn and repatriation logistics https://t.co/PM8YNMuWgS,0
1961,1961.0,1961.0,COVID-19 is only as deadly as the seasonal flu.,"@USERNAME @USERNAME @USERNAME This article calls it ""novel coronavirus"". This is the same name used on a can of Lysol, not actually the new COVID-19. ""COVID-19 is not the same as the coronaviruses that commonly circulate among humans and cause mild illness, like the common cold.""

https://t.co/dRPiwc1ulI",0
1577,1577.0,1577.0,Holy communion cannot be the cause of the spread of coronavirus,"@USERNAME @USERNAME The Mother of God is the solution. 

Europe is a corpse. 

Rise up Muslim world,  become Roman Catholic. 
Help the remnant Catholic church convert Europe,  China",0
832,832.0,832.0,Coronavirus is genetically engineered.,@USERNAME It's been over a month now for the Covid-19. China should exert all efforts to find the antidote for this virus. They created the virus. They should have an antidote. The US is asking China to let them enter ground zero but they refused. How many more lives will be at staked?,1
857,857.0,857.0,Vitamin C can prevent coronavirus circulation.,"CDC: To prevent Coronavirus, stay home, avoid physical contact and don't go into large crowds.

Introverts: I've been preparing for this moment my entire life.",0
1115,1115.0,1115.0,Coronavirus is genetically engineered.,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME Too bad that your heroin(e) @USERNAME is way off base.

COVID-19 was actually manufactured and unleashed upon the world by the fine folks at #PizzaGate.

For every two people who are infected, $100 is directly deposited into members' bank accounts.

🍕 + 🤒 + 💰 = 🥳",1
533,533.0,533.0,Coronavirus is genetically engineered.,@USERNAME @USERNAME should go to China or to visit the Americans who are kept in quarantine. The COVID-19 is a hoax! He has everything under control - nothings to worry about it.,0
1564,1564.0,1564.0,The lifetime of SARS-CoV-2 is only 12 hours.,@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME Coronavirus and SARS are so similar that the correct name is SARS-COV-2,0
407,407.0,407.0,Holy communion cannot be the cause of the spread of coronavirus,Some churches have stopped distributing wine as part of Holy Communion due to Coronavirus. The panic is increasing.  Unbelievable,1
591,591.0,591.0,Coronavirus is genetically engineered.,@USERNAME How about you FOCUS yourself on minimizing the damage Covid-19 is wreaking throughout our country?,0
1326,1326.0,1326.0,Coronavirus is genetically engineered.,@USERNAME One conspiracy theory proposes that the coronavirus is actually a bio-weapon engineered by the CIA as a way to wage war on China. Others are convinced that the UK and US governments introduced the coronavirus as a way to make money from a potential vaccine.,2
1662,1662.0,1662.0,Vitamin C cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/ZMzns5SV88",0
1848,1848.0,1848.0,Holy communion cannot be the cause of the spread of coronavirus,FEAR OF CORONAVIRUS!! Lagos Catholic Church Suspends Handshake And Use Of Holy Water https://t.co/L9gC4tiniD https://t.co/PuZXeoTUku,0
1398,1398.0,1398.0,Coronavirus is genetically engineered.,Coronavirus was invented by Big Soap to make people wash their hands.,0
