,Unnamed: 0,premise,text,stance
183,183,face masks,"Don't recommend going to Bottles and Stuff on Newburgh and 5 Mile. They're not enforcing/following the mask ordinance.

#Maskholes",1
851,851,face masks,@FollowQanon I’m :face_vomiting: because msm thinks because Trump wore a mask in a hospital we are all of the sudden going to change our stance on this. #MSMEnemyOfThePeople,2
2111,2111,fauci,"@Liz_Wheeler Initially, I admired this guy; however, his words &amp; actions regarding COVID-19 have showed me beyond any doubt that he is a phony &amp; a fraud (and maybe worse).",2
685,685,face masks,"We are D-day plus 2 on the  @GovTimWalz mask mandate.

I have continued my normal activities and habits out in public - WITHOUT a mask.

The families of the untold thousands of people I have endangered can talk to the hand :hand_with_fingers_splayed_selector:

If your mask works, I don't need one :kissing_heart:",2
1397,1397,fauci,"Angry at his words, the White House is seeking to discredit Dr. Fauci, the nation’s leading infectious disease expert, as it works to marginalize him and his dire warnings about the shortcomings in the U.S. coronavirus response.
",1
1857,1857,fauci,"Fauci has his brains up his ass! Everyone reading this tweet is more intelligent than this munchkin, ugly, dimwitted, egotistical, DemocRAT stooge! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @CNN #TrumpTrain2020 #COVID19 #CoVFeFe  #DemocratsHateAmerica",2
14,14,face masks,"@DrNickCrombie Dr Nick, I agree it’s brilliant...but I’m disappointed that so many comments here show that either people lack a sense of humour!  and/or don’t get how essential both vaccinations and mask wearing are for our survival! Shocking! :joy::face_with_symbols_on_mouth:

#WearADamnMask 
#MasksSaveLives",1
2449,2449,fauci,@melindagates @BillGates @ForeignAffairs Hey Melinda..If you and your satanic husband really want to help people why don’t you feed  starving kids Instead of Sterilizing women and children with your vaccine. #BillGatesBioTerrorist #BillGatesIsEvil,0
2995,2995,stay at home orders,"@latimes Dark to Light, people are finally waking up, not saying this was a hoax, just saying this has been so blown out of proportion. ENOUGH IS ENOUGH, no more lockdowns, no more lying about numbers, no more mask mandates etc...",2
1590,1590,fauci,"Today's Heroes.

#JudgeAmyBermanJackson
#JudgeEmmettSullivan
#DrFauci 

&amp; Especially  #DrFair 

Today's Villains

@realDonaldTrump 
@senatemajldr 
@RandPaul 

#TrumpOwnsEveryDeath 
#TrumpGenocide 
#COVID19",1
2972,2972,stay at home orders,@Timcast Why are we still listening to the experts....,2
3370,3370,stay at home orders,"iSaturday indiphethe grand mfowethu... mayikhale wireless....sikumamele apha no Chantelle.....idiba leraido....ndise Missionvale,@eBhayi
#UWFM60 
#JaivahMzantsi

@UWFM88_106FM
@Yanga_Mabokela",0
1425,1425,fauci,"Gawd, @CNBC dissing Fauci really?  Let me guess, Bannon is on later telling us it's all a hoax. Just talk about stocks and leave the conspiracy theories to Fox.",1
442,442,face masks,Man on train keeps removing mask to sneeze into hand . Man without mask has just got on and shaken hands with him ... I despair for humanity :mask::sneezing_face: #COVIDIOTS #facecoverings,1
128,128,face masks,@KrisTStacey1 Just try test driving what you think your Constitutional rights are... you’ll get kicked out of Bass Pro Shop...and anywhere else you try to shop without a mask.  You do not have the right to put other people’s health in danger.,1
1809,1809,fauci,"@thehill Likely true. In tonight's interview with #jessewatters, #DrFauci appears to be still relying on coronavirus data from China, which he admitted earlier in the interview was wrong. Thought he was supposed to be smart?",2
764,764,face masks,"@jane66_jane @10DowningStreet If you believe that a virus is so deadly you need to wear a mask to be protected from it, what the hell are you doing in @JDSports go home buy on line and wrap yourself in cotton wool until germs are eradicated, let the non terrified live",2
4465,4465,school closures,"Stay at home if you have #coronavirus symptoms

Stay at home for7days if you have either:

a high temperature
a new continuous cough

Do not go to a GP surgery, pharmacy or hospital

You do not need to contact 111 to tell them you're staying at home
#Birmingham",0
4381,4381,school closures,"@realDonaldTrump Deflecting any way you can so people don't notice that over 138,000 Americans have died because you have failed to do anything during this pandemic except useless, nonsense tweeping. #EnemyOfThePeople #TrumpVirus #TrumpIsKillingUs",0
3588,3588,stay at home orders,"@KTLA The King of California, Lord @GavinNewsom is a tyrant and we the free people of America will no longer tolerate his Chinese Communist Loyalty anymore!!! #RecallGavin2020 #RecallGavinNewsom",0
798,798,face masks,COVID-19 is SARS2 there is nothing to fear. Hospitals are getting paid to diagnose anything as COVID-19. This IS being used to make @realDonaldTrump look bad. It’s not working anyway.  #MasksWontHelpYou,2
582,582,face masks,@sacbee_news Thanks for the admission that masks DON'T WORK!!,2
3013,3013,stay at home orders,"#ImVoting4BidenBecause I'm not voting for Biden. Not voting for Trump. Not voting for ANYONE who wants to extend the lockdowns, force us to wear masks, force us to get vaccinated, track us, chip us... you get the idea. Enough is enough. #NoNewNormal",2
3489,3489,stay at home orders,@officedepot Amazon will get it all the way to my door.,0
1444,1444,fauci,The scientific community is the most united consistent voice on #CoronaVirus -logic is goverened by DATA whilst bloody politicians are globally at their wit's end with mixed messages of denial &amp; inaccuracies! U decide who U would like to listen to! A denialist @POTUS or #DrFauci,1
1770,1770,fauci,@dma4him @1_kamamul Whaddaya call a guy who graduates medical school at the bottom of his class and steals a paper to win a Nobel Prize for AIDS research? @DrJudyAMikovits,2
2155,2155,fauci,"@MauriceMichael BS! Check Fauci, he said the virus would be ""no problem,"" we could trust China, go on a cruise, trust the WHO, etc...are you kidding me?",2
4315,4315,school closures,Stopping the work is the simplest thing can be done but skill lies in running the institutions in such situations. Hats off to schools but Govt wants something else !! @imBhupendrasinh @vijayrupanibjp @CMOGuj,2
2084,2084,fauci,@DeAnna4Congress Fauci is heavily invested with Bill Gates as far as a vaccine is concerned. They stand to make Trillions if our government makes the vaccine mandatory! Fauci is an imbecile.,2
3845,3845,school closures,"@LgFski @BruceBourgoine So what? So what? Yeah, sure, what's a year in a child's life?   What will happen to the schools and teachers - the entire communities, for that matter?  And oh yeah, not one person under 30 has dies because of #COVID19 #mepolitics",1
2148,2148,fauci,"When will some one ask Dr. Fauci how his vaccination and/or cure for the common cold, a coronavirus, is coming along? How about his vaccine for AIDS? Even the flu vaccine is only between 45-60% effective. These opening up criteria set forth are ridiculous.",2
2949,2949,stay at home orders,"Death rate now so low in Britain that the #BBC has to talk about mortality in foreign countries to keep the Great Panic going.

#COVID__19 #COVID19 #COVID #Covid19UK #COVIDIOTS",2
4355,4355,school closures,The very same leaners are going around the streets and our communities without Masks. I just came back from the shop's and no-one is wearing a mask in my community. Government must just make the  unemployed youth  ambassadors for Covid-19.,0
608,608,face masks,@KompromatPOTUS That same rate is Covid survival. Take off your mask.,2
1813,1813,fauci,"@drdavidsamadi @realDonaldTrump @WashTimes Dr Faucet is the fear monger. Someone needed to rein him in with truth, thus your success. Thank you!",2
1769,1769,fauci,@realDonaldTrump Time to Fire Fauci as he keeps lying to the public!,2
1003,1003,face masks,"@annembee @LockdownNo Hopefully they're now too scared of this to force the issue, from what we heard Michael Gove say this morning. Fingers crossed!

#NoMasks 
",2
2682,2682,fauci,@CDCgov @CityOfDubuque VIOLATION of PRIVACY Wake UP LOCALS @CityOfDubuque @dbqschools @KCRG U R NOT LOCKING US DOWN &amp; CLOSING SCHOOLS W/OUT A FIGHT! #MAGA #KAG #WWG1WGA_GLOBAL #Patriots #PatriotsUnited #America #Iowa #COVID19,0
3156,3156,stay at home orders,@SenWarren Democrats need to stop inflating the numbers just to keep this #Plandemic going and scaring Americans!  The Chinese virus has over a 99% survival rate!,2
1015,1015,face masks,@LozzaFox @LaraCrabb But we're not all going along to it. I was refused a blood test at my GP's this morning because I refused to don a mask,2
1696,1696,fauci,"@ActionNewsJax 75% of doctors agree that Hydroxychloroquine &amp; Zithromax are an effective treatment for #COVID19. So your poll of Jax residents proves that over 85% of residents are not too, bright if they believe #DrFauci who is against the above drugs being used.  ....",2
3904,3904,school closures,@realDonaldTrump @CNN No testing. No tracing. No back to schools!,1
885,885,face masks,"@bluerosepat Most people I have seen in Ohio don't wear masks. Most People in Ohio can see through this covid 19 ""pandemic"" hoax. They are not falling for the main stream medias deception. Nice try. Try again. #MasksOnOhio #COVID19 ",2
2179,2179,fauci,@w_terrence CORRUPTION. $ the money. He's as dirty as the come.,0
652,652,face masks,@BBCRadioLincs A virus with 99.97 % survival rate. Median age of death 81. Lockdown was pointless destruction of economy ( see Sweden). Restart NHS before you kill more people.,2
1970,1970,fauci,"Reminder:

#DrFauci’s statements from January to March were WRONG about #COVID19!

-It’s not a threat to the #USA
-#Americans don’t need to “run around” in masks
-Hydroxychloroquine does not work
-Lockdowns are right, STILL

#WeThePeople should not be listening to Dr Fauci!",2
364,364,face masks,@Scaramucci @TymberDalton I'm hoping that I have by wearing my mask since March.,1
3630,3630,stay at home orders,"God Bless the United Statesof America!
In Him &amp; With Him We Will Prevail!
God Bless Donald J Trump, President! 
God Bless Every Citizen Standing With Him! 
Christianity Will Never Be Defeated!
God Bless Israel!
#VoteRedToSaveAmerica2020",0
787,787,face masks,@Rayven05239174 I  refuse to wear a face mask in public or shops. Am happy to respect other people's opinion and maintained social distancing. But I have right to make a choice in what I say or do.,2
766,766,face masks,"Sheeple are so focused on the sins of the past they don’t see what’s happening. Modern day slavery should be the issue cause it exists. Through sex trafficking, child trafficking &amp; now MASKS. Masks hurt more than help. They are just a sign of submission.",2
2680,2680,fauci,"@thomaskaine5 The rich are buying the stocks because they are cheep. They just want to own MORE, MORE, MORE. They want to own every last piece of the pie. Screw the little guys, we can die in the streets. As long as we make the food and nanny their kids.#trumpkillsus #TrumpVirus",0
3437,3437,stay at home orders,"Until we have a unified national strategy, we will never beat COVID. #COVID19 #WearADamnMask",0
42,42,face masks,@BethanAngharadL @ks_1968 All the more recent evidence points to their effectiveness but you're quite right the precautionary principle demanded they be used.,1
4097,4097,school closures,@Acosta So I guess trumpedo administration is abolishing science in schools. Cuz what it’s the point to teach children science if adults (not all of them but the stupid ones) don’t believe in it. Anyway my daughter is NOT going to face to face school this fall.,1
654,654,face masks,"@BiscAnenome @SikeNawGaming @BardsFM Weird how many doctors say masks aren't the answer except in situations like surgery to avoid coughing or sneezing into an open incision. 

Masks don't block viruses anyway.

Our health is damaged if we restrict our breathing. Our immune system too. 

Goodbye.

",2
4297,4297,school closures,Schools must open in the fall. Early learning (K-4th) is so vital. Children won’t get what they need in most homes.,2
701,701,face masks,@realDonaldTrump That's wonderful... NO ONE IS WEARING A MASK..,2
903,903,face masks,"@DianeBohallGray It's really creepy how the first chants from the crowd after GF's death were, ""I can't breathe,"" and then came the masks and people literally can't breathe. It's no accident!",2
921,921,face masks,"@Mr_PharaohMan No! I went in the dollar store and they made us wear a mask! I was in there for maybe 10 minutes and I almost passed out! The lady at the register made me take it off, and told me I didn’t have to wear one! It’s obvious there is a medical reason some of us can’t!",2
1967,1967,fauci,".@marklevinshow What you’re doing like you ALWAYS do. You’re putting COMMONSENSICAL, CRITICAL-THINKING to all of #COVID19 #FearMongering #’s. That has taken over the raines of our damn country, AND @realDonaldTrump &amp; @Mike_Pence are under the modeling spell of #DrFauci &amp; #DrBirx!",2
712,712,face masks,"@WVGovernor @WVNationalGuard It has been proven by even #FraudFauci that masks don’t help &amp; can hurt the wearer!
We West Virginians don’t want to wear masks &amp; didn’t expect you to kneel to the Bully Leftist Fearmongerers!
Stop acting like a RINO or we will vote you out!
",2
54,54,face masks,"@SpeakerVos Masks in public places are a necessary prevention tool.
You DON'T need to have symptoms to be infected. Many people get Covid and never experience symptoms- They're known as silent Carriers, who are indeed, Spreading the virus.",1
2580,2580,fauci,"#DrFauci saying that at its height US was only up to 50% lockdown &amp; the rest of Europe &amp; UK was 95% #COVIDー19 
Americans want freedom at any cost",0
2042,2042,fauci,"@realDonaldTrump Please stop listening to the CDC and Fauci. He’s been wrong every time so far, why would he suddenly be right? #CDCLies",2
857,857,face masks,"@realDonaldTrump Why would you wear a mask? You’re not sick. Only sick ppl should be wearing masks. 

Knock it off-you look ridiculous!!! 

",2
4274,4274,school closures,"@AlexBerenson Teachers unions suck!
Open up the schools!

They were open months ago in Europe, China and everywhere else in the world.
Kids don’t spread the virus per the European study. 
And mask don’t work (even the fraud Fauci said in March)",2
261,261,face masks,@Sunrun @riversideca Every breath he exhales potentially spreads #COVID19. Why can't people be more considerate of people at risk? Answer...never go to Home Depot or use Sunrun products. Just say NO. Your company has failed to keep people safe. #SunRun,1
3811,3811,school closures,"Ya know, people always say that “the children are our future”. Then bitch, why are you sending your future into the most dangerous place to be during a global pandemic?? choices. ",1
1408,1408,fauci,"I believe its Gods grace that's being shown through #DrFauci in how to properly approach and flatten this #Pandemic 

Minorities, be careful and smart....please:pray:

I don't believe that these rich CEO's care about a human life more than they care about their bottom line. #COVID19",1
3827,3827,school closures,"@meralee727 Please, parents, speak up- call your board of education, your superintendent. YOUR voices are the only voices that matter to the decision makers. “Recommended distancing when possible” is NOT an answer to how schools will keep everyone safe. #NotMyKid",1
4275,4275,school closures,"Ekalavya gave his thumb to learn from his guru. That is the value our culture places on education, in whichever form it comes. Please allow schools to continue and do not take this away from our children. @vijayrupanibjp",2
879,879,face masks,Wearing a mask to prevent getting the wuhan flu is worthless and stupid.,2
3749,3749,school closures,"@redfreedom2020 @donwinslow Taught 30 years. I can tell you that schools are a Petri dish for germs. Kids don’t follow/understand hygiene standards like adults do, and they constantly touch one another. Normally our bodies fight it off. Not with Covid.",1
777,777,face masks,"@ChuckCallesto The Wuhan virus is now weaker than the seasonal flu. There are inexpensive, treatments. A vaccine is only a Big Pharma money maker. Masks are dangerous, they cause health issues. This is America, I don't need or want the Govt to make these decisions for me.",2
1341,1341,fauci,".@AriMelber Nice tribute to #DrFauci who obviously deserves every accolade that comes his way.  

Also nice to see former POTUS clips and and be reminded of the dignity and grace with which they conducted their relationships with heroes like Dr. Fauci.

#COVID19",1
3895,3895,school closures,@donwinslow @Fythia Trump wants schools open so he can say things are opening up. Trump thinks that opening schools and opening the economy will help his re-election bid. Trump does not think about the children at all.,1
815,815,face masks,"@ceresisaplanet @Alan_in_MK @MayorofLondon Against the loss of civil liberties. Its a massive inconvenience and I won’t wear one. There is no evidence it does any good whatsoever. 

I won’t put a mask on. I’m not entitled, selfish or a baby and certainly not a sheep.
Stop being a sheep.",2
2135,2135,fauci,@RupaliChadhaMD @IngrahamAngle @bigleaguepol And because Fauci owns half the patent for a vaccine. Follow the money.,2
431,431,face masks,"@CamScott353 @ThomasDixon1000 @WhiteHouse Exactly this. 

What do the patients think the masks are for?! 

“I just had my appendix out. Crazy surgeon had some kind of mask fetish.”

:face_with_rolling_eyes:",1
1118,1118,face masks,"@1st_ForceRecon @maahh68 @OGKBEAR @Bonedaddy76 @MelanieMetz6 @Ggoodgirlsfirst @MarilynLavala @aliatra1968 @JayBird1545 @jdkitkat129 @PaleRider_1776 @jimscileppi @southshore @adagioforstring @AnalyticalHeart @americandream09 @POTUSWarrior @marc_Q1 @MSPOA @SusanIverach @DrG_lovesMAGA @MeltingInMarana @BigErnie2020 @RogerFritz7 @20bean20 @deplorableGM @JP4141 @camayusa1 @Belle4Texas @Peeboo5 @skull99900 @MadnessWhiskey @EinsteinsMagic @DeRussoGary @FASURepublican @cmccbyfaith @GhostPatriot1 @GhostWick14 @Tracie0313 @pjsloves17 @usmc_army @FinnaganMarina @SouthSweetpea61 @JTSand138138 @KBUSMC2 @Nationalist_KAG @KellyC7002 @MGOUR2FUBAR @lewlester Dems must start protecting the people and arresting the criminal rioters. Peaceful protest are always acceptable. Peaceful means no crime, like, toppling statues, burning, beating up people, looting, destroy property, ETC.   #AllLivesMatter #BLMTerrorists #EndShutDown",0
2167,2167,fauci,"#DrFauci #Birx #CDC LIED! #Shutdown #BendtheCurve but that’s not what they want, it’s prolonging #COVID2019 infections! #closedbutopen will not eradicate #coronavirus we’re not achieving #HerdImmunity just the opposite! #StayHome will WEAKEN your #ImmuneSystem! #Plandemic2 #Gates",2
756,756,face masks,Someone needs to do a study on how many ardent mask-wears got COVID-19 since we all know (including the government) that masks don’t work.,2
4294,4294,school closures,@FoxNewsSunday @BetsyDeVosED How ironic that the same people pretending to care about child education also want schools to stay closed and block any attempt to reform with #SchoolChoiceNow. The silver lining of quarantine may be a renewed interest in #Homeschooling which Biden WILL block!!,2
2120,2120,fauci,"@JoeBiden If Fauci is supposed to be the expert, our country try is doomed, because.he has done NOTHING RIGHT.",2
2163,2163,fauci,"Wasn't #DrFauci in charge of developing the test?  The one that took forever, and then failed?  Are we super sure he's as smart as we think he is?  #COVIDー19 #coronavirus #",2
3894,3894,school closures,"@GOP Trump and Republicans WONT EVEN ALLOW THE CDC to give America guidelines to reopen schools. Republicans won’t fund what schools need to be safe. 138,000 deaths aren’t enough? You want to sacrifice our kids too?",1
1705,1705,fauci,"Dr. Fauci continues to be wrong day after day. Yet, US Senators and the media treat him like a wise king. The doctor put over 20 million Americans out of work based on bogus models. And yet this man — after all of his devastation — still has a job.",2
3885,3885,school closures,@JohnCornyn Schools won't be safe until the virus is under control. You are a ghoul.,1
199,199,face masks,"@SuzanneEvans1 1. Get Covid-19 
2. Get intubated and ventilated.
3. Tweet to tell how much better it is than wearing a mask.

Haven't seen one of those tweets yet? You're not going to.
Shut up and wear the damn mask. ",1
373,373,face masks,"@AnaCabrera We HAVE to start calling it out.
These ppl defending not wearing masks are idiots.
I have no problem w ppl's stupidity only affecting them. 
But I have a BIG problem w Us All having to be at risk delayed and inconvenienced because a Ken and/or a Karen won't just",1
868,868,face masks,"@ChristineBrett8 I am a teacher, and have just written to my union to cancel my membership because of the way they are supporting the despicable idea of children wearing masks.",2
1944,1944,fauci,@GKeile Fauci is no more a scientist than Bill Nye,2
703,703,face masks,Today went to the grocery store. I saw more people pulling mask out of there pockets and purses. I thinking the mask wasn’t very clean. Mask thing is gross. #NoMaskMandates #NoMasks,2
3111,3111,stay at home orders,@JedediahBila The propaganda around this virus is off the charts.,2
40,40,face masks,"@realDonaldTrump And so many without masks!  Wtf, people?",1
1878,1878,fauci,@donaldrusso994 For his huge ego!! He wanted another attempt at a vaccine since the HIV one didn’t work out. America be damned.,2
1762,1762,fauci,"@360_Secure @JohnSoros2 @PokerPolitics @fema @HHSGov @CDCgov When #DrFauci explicitly stated that the American people shouldn’t worry about #Coronavirus on Jan 21, #Trump should have done what by Jan 31?  When should Trump have ignored Fauci and instituted an international lockdown?  When should Trump have locked down the planet?",2
1987,1987,fauci,@RandPaul THANK YOU for pointing out the obvious! Why do we allow #DrFauci to dictate what 330 million US citizens must do re #COVID19! He’s guessing!There’s too many conflicting beliefs. Kids MUST go back to school! The US must fully open! #StopTheMadness #CovidHoax #MAGA2020,2
873,873,face masks,@Philirving @ClarkeMicah I think #masks are disgusting dirty apologies for disease prevention -,2
911,911,face masks,@GraceRandolph Not buying it Grace. Until @CDCgov @HHSGov @NIH confirms this. Otherwise this is all #FakeNews BS propaganda by Commies @NYCMayor @NYGovCuomo @HealthNYGov   @NBCNewYork @NBCNews #COVID19,2
435,435,face masks,"Hey folks, if you wear a mask I think: She has her reasons. So if I don't wear a mask, you think: She has her reasons.

It's called respect.
If we're divided, we're all in trouble.

#MaskUp",1
2946,2946,stay at home orders,"Stage 5?? 

Is that when #DanAndrews gets thrown into the Yarra for tanking the economy, inviting a mental health crisis &amp; destroying the lives of battlers, all of which will kill far more than the virus will",2
438,438,face masks,"I’m tired of the “I have asthma” excuse for not wearing a mask. 

One of our regulars, who comes in multiple times a week has asthma. Let’s call him Steve. He wears his mask EVERY TIME. 

He also only has oNE LUNG. And he does not complain. 

Be like Steve.",1
2413,2413,fauci,"143,000 lives lost from #COVID19 #pandemic and @realDonaldTrump speaks for 20 minutes for the first time since April. #FailedPresident #TrumpVirus",0
3729,3729,stay at home orders,"@newbury3186 @julianprice_ @DanielAndrewsMP @9NewsMelb You win the most childish, inane, incorrect comment of the day. Sit down Jimmy. You have made yourself so foolish writing such a stupid tweet.I suggest you make yourself useful during this pandemic and not undermine the safe advice given by @DanielAndrewsMP .",0
4369,4369,school closures,"If you don’t see martial law coming &amp; canceling our election, you must look ahead.We cannot exercise our 1st Amendment Rights to protest police brutality with this maniac in a red tie in office. Every other country can; even Russia! #TrumpLiesAmericansDie",0
929,929,face masks,When the stupid Plandemic is over just remember all those businesses that acted like Communist China and denied you service for not wearing a mask. Remember those brainwashed mask wearing idiots who gave you a dirty look. They showed their true colors! #Plandemic,2
4341,4341,school closures,"@robreiner With the help of the Republican Party!
#TrumpVirus",0
1439,1439,fauci,"two more #Covid19 at City Club in Lafayette five workers at gym, pool and restaurant. City leadership has pushed to end stay home authorized band parties in violation of State rules, now a prominent social, health club looks like a cluster. Too much  #DrTrump need more #DrFauci",1
4530,4530,school closures,"@thehill @mcspocky Americans who lost their lives, due to Trump's maladministration of #covid19, over 134,000.

This did not need to happen, America is one of the richest countries in the world, BUT we have an Inept POTUS, and his entire administration grossly neglecting U.S.",0
124,124,face masks,DO NOT REOPEN SCHOOLS!! #DoNotReopenSchools #ProtectStudents #KeepUsSafe #COVID19 #MaskUp,1
1364,1364,fauci,Currently happening: #DrFauci testifying at Senate Coronavirus Hearing in the US warning that early reopening of states may trigger an uncontrollable outbreak. Yet self-serving elites in #SouthAfrica assail us everyday with moans about #LockdownSA.,1
1586,1586,fauci,"@afreedma @atrupar .@realDonaldTrump is hulking over #DrFauci the same way he did to @HillaryClinton. His bully baby bombastic stance is disgusting.

#Hydroxychloroquine #Fauci #Coronavirus #TrumpGenocide
#Novartis #BoycottTrumpPressConferences #TrumpIsALoser
#MondayMotivation #COVID19 #Trump #MAGA",1
1488,1488,fauci,Somebody needs to get #DrFauci his own show from here on out! Pronto! Not talking bout no hour either! #COVID19,1
2088,2088,fauci,@realDonaldTrump It’s time to FIRE Fauci!!,2
3836,3836,school closures,"In arguing for his shift to online-only class, Fairfax Superintendent Scott Brabrand said America had failed to effectively fight the coronavirus.
“The numbers don’t lie,” he said.

#OpenFCPS",1
1983,1983,fauci,@realDonaldTrump Fauci is a menace. Dr. Gloomerdoomer. Death rate falling and he wants us masked up and locked down forever. Soul crushing demon.,2
3978,3978,school closures,There are very few events in life that can cause a systems collapse.  #Coronavirus pandemic is one of them.  @NYCMayor needs to act with greater sense of emergency and cancel everything.  #shutdownNYC,1
3798,3798,school closures,"@SpeakerRyan Paul Ryan, millionaire white Republican, has 3 kids: Liza Ryan, 18, Charles, 17, and Samuel Ryan, 15.

I wonder if he will be sending them to school in a few weeks. He’s made no statement condemning the decision by his party to reopen schools. #GOPkids #notmykid",1
1048,1048,face masks,"Prediction: Trump will claim that he invented face masks -- ""the best masks ever"" -- saving millions of lives. ",0
1784,1784,fauci,"@MarkSimoneNY @sap_togo @RandPaul  is an Ophthalmologist with a Medical Degree. Rand Paul could give the president better advice about Covid-19 than ""Dr."" Fauci, a Deep State career-politician swamp-creature who has never practiced actual medicine!",2
4291,4291,school closures,"If teachers don't do their work at schools, then they should not get paid!",2
1576,1576,fauci,"@usatodayDC @mehdirhasan He is saying politely that stupid Republicans (1st of all trump) refused to follow the rules regarding masks, social distancing etc. #fauci",1
1037,1037,face masks,"Before covid19 you were welcomed when you entered a shop. Now the first thing they say, do you have a mask? Ridiculous, especially when the shop assistant is only wearing a visor and not a mask! The government has their free army now #uk #Masks #KeepBritainFree #kbf",2
4082,4082,school closures,I support online #school for my children as that is the new normal in the current turbulent times. Don’t try to ruin schools and education,1
1450,1450,fauci,"@36WorkingMan36 @realDonaldTrump Ok, well. Fauci advised wearing masks. Trump spent 4 months denying that was needed and even went to medical centers without one. Trump compromised a batch of tests by not wearing PPE inside the lab. Trump has failed.",1
599,599,face masks,"@GovMikeDeWine If someone wants to wear a mask, that is their choice. If they don’t want to, it’s also their choice. #freeohio",2
3703,3703,stay at home orders,@SidneyPowell1 @Chickapea60 @realDonaldTrump @WhiteHouse @JennaEllisEsq @DanScavino @dbongino @GenFlynn @POTUS are you listening sir? Get rid of Fauci and,0
2141,2141,fauci,@ACTforAmerica @Jim_Jordan Jim Jordan is a hero saying it like the REAL American people think!  Fauci is a paid off shill globalist assisting China in a bioweapon attack. #FireFauciNow,2
795,795,face masks,Got a #mask today in case someplace gets pushy about wearing one. I may put this on long enough to look ‘em in the eye and that would be it ! #COVID19,2
2492,2492,fauci,"I will NOT get any VACCINE for #COVID19,",0
4149,4149,school closures,"and all you had to do to make parents feel safer and trust what you're doing is set up a free satellite 5G network, give every student a desktop and VR (for recess in the public school version of Xbox live), create a classroom environment with computer programs",1
102,102,face masks,Twitter folk are uber sensitive today! #MaskUp,1
4145,4145,school closures,"@CrazyPKAY Its An Unfair Burden To Place On Teachers If The Parents Let Their Kids Do As They Please. 

Also, With Cases Being Reported At Schools Everyday It Is Only Right For",1
3251,3251,stay at home orders,"@DanielJHannan It’s worse than that, he’s dead Jim! People living in fantasyland are about to be shocked violently out of their government-aided feebleness. A true winter of discontent is approaching.",0
3634,3634,stay at home orders,"@whiskyfoxtrotta @ChrisWickNews Face diapers for babies.
Probably the best analogy for wearing the muzzle yet.
Congratulations on inventing it.
#CovidClown 
#SnowFlakeFlu 
#WokePlague",0
594,594,face masks,Not SURE why the MASK people ALWAYS have to Only SEE their world thru POLITICS? Every pardon is Labeled as either a R or a D or T Party  No matter What the Topic is: Education Health Pandemic. Do you SEE how DIVISIVE that is?? Politics has Nothing do with,2
