,Unnamed: 0,premise,text,stance
32,32,face masks,"@jimdonovancbs3 @SEPTA No need to be patient. Not wearing a mask in public (as mandated by PA Governor) is the equivalent of swinging around a gun with the safety off; somebody’s going to get hurt. That said, I see Philadelphia P/O watch people walk around w/o masks and they say nada!",1
36,36,face masks,It just occurred to me that since we will still be wearing face masks in the winter my nose will actually be warm.,1
37,37,face masks,"I put a face mask over the air intake of my car to be safe and my car broke down. Who knew that limiting the air intake is bad for your car. It’s ok for the human body though isn’t it uncle @DanielAndrewsMP ?
#resignDanielAndrews #endthelockdown",1
39,39,face masks,@RousseauRick She probably had too many non mask wearing assholes to deal with..lol. I feel bad the employees are left to enforce the masks. These stores need security to deal with the Covididiots :angry::angry::angry::angry:,1
40,40,face masks,"@realDonaldTrump And so many without masks!  Wtf, people?",1
41,41,face masks,"@NeilClark66 @freddie801 Neil, stop being a snowflake and wear a mask. It won’t be forever, and it will help the most vulnerable to be protected against covid19. I wear one every day at work, it’s no big deal.",1
42,42,face masks,@BethanAngharadL @ks_1968 All the more recent evidence points to their effectiveness but you're quite right the precautionary principle demanded they be used.,1
43,43,face masks,"@wheredoustand1 @Ms_Deville @lightfal @itsJeffTiedrich @realDonaldTrump Welp considering the it’s the States who are being travel banned right now and more people have died then in wars, maybe it’s not a hoax?

Ps had Trump taken Covid seriously, economy probably wouln’t have crashed like it did

#consequences ",1
44,44,face masks,"More good news: 75% of healthy 45-53 yr old patients that recovered from Covid have permanent structural damage to their hearts = to a heart attack. 
But masks are hot.",1
46,46,face masks,Refusing to wear a mask radiates small dick energy.,1
47,47,face masks,Being the only one in Ace Hardware wearing a mask feels very similar to when they'd assign group projects in school.  Except then I could at least do all the work myself.,1
49,49,face masks,Masks set the precedent for vaccines. #COVID19,1
51,51,face masks,Tomorrow #NH will host a #NASCAR race that is expected to draw 12K.  We are the only state in the entire Norteast w/out a mask mandate. This is a potential #COVID19 superspreader event. You may be “over” the pandemic - but it’s not over you.,1
52,52,face masks,On the bus. Out of the 6 people on the lower deck only 2 have their masks on properly 3 have their mouths covered but their nose poking out and one has it round their neck. Just what is the point? It’s really not that hard,1
54,54,face masks,"@SpeakerVos Masks in public places are a necessary prevention tool.
You DON'T need to have symptoms to be infected. Many people get Covid and never experience symptoms- They're known as silent Carriers, who are indeed, Spreading the virus.",1
56,56,face masks,@mrswhite321 @Rachael1418 @GovMikeDeWine It isn’t. Mask or ventilator. Make your choice.,1
57,57,face masks,The realization of how many think we're nvincible to #COVID19 was never more apparent until we saw people actually walk into the funeral home with no mask defying our state order. You're literally standing with the dead all around you and you still don't get it.,1
59,59,face masks,"We've also added an event in Philadelphia and a real dumb anti-mask rally in MN.

I'm still working up a tik tok joke, but I'm only on my first cup of coffee.  Keep an eye on this thread.

#BlackLivesMatter",1
62,62,face masks,"@BelTel Oh fuck off. Jaysus what's more offensive a mask or the way sick and disabled people are treated by the tories through pip assessments? But Boris cares sooo much about the people, I right. Fuckin do one",1
63,63,face masks,"@realDonaldTrump 25% OF WORLD DEATHS EVEN THOUGH WE ARE 4% OF WORLD POPULATION!!!! @WhiteHouse @PressSec @kayleighmcenany SPIN THAT, KAYLEIGH!! And DR. BIRX!! #GOPDeathCult #BloodOnTrumpsHands",1
65,65,face masks,"Hey Team KC, y’all better put those Team Kelly masks up for sale!!! :raising_hands_light_skin_tone::thumbs_up_light_skin_tone:",1
66,66,face masks,"@Walmart start protecting your employees and customers and start regulating and mandating masks. I probably have it already as well as 8 other associates in my neighborhood market. 
Please at least pretend you care. 
They actually help. ",1
69,69,face masks,"@wiscontext @WashCoWisco @PBSWI @WashCoExec Over 148,000 Americans :flag_for_United_States: have died. We are not showing them any respect or learning from the senseless deaths that could be avoided by wearing a mask. Obviously Washington County and other counties are failing as  #COVID19 # 's keep:arrow_up::arrow_up:",1
71,71,face masks,"Get use to being uncomfortable, so ADAPT to NEW NORMAL! WEAR THE MASK! ",1
72,72,face masks,"Oh, I can’t tonight. I washing my masks. #SocialDistancing",1
73,73,face masks,@StopandShop Hey there..“No Mask No Service” is not being enforced in your Hempstead trpk and Wantaugh ave location. Have to stare down folks with a chinstraps every turn I make. I care about my senior mother that I take food shopping! This is pitiful! #StopAndShop,1
75,75,face masks,"@nuts2406 @JayaTigerLily @VJ79654309 @Srinivas_Kamath @JayaTigerLily is just ad nauseum repeating her diatribe. One where she offers no science, no logic, no evidence that is abreast with understanding and advisories issued by health authorities. She is sabotaging efforts to create awareness here on Masks!",1
78,78,face masks,"@SenJeffMerkley @realDonaldTrump Dear Senator, thank you for all you do to represent Oregon. Hair clippers are fairly inexpensive and easy to use. Or next time you’re in the valley, I’ll even trim your hair, mask and all. And as an educator I have practiced social distancing all summer.  :scissors_selector: :man_getting_haircut_selector:",1
79,79,face masks,"Just got word that my coworker tested positive for covid-19. He was anti mask and went to parties without any care for the people around him. Now because of him I'm scared for my life.

Please for the love of god, #WearAMask",1
82,82,face masks,I tested positive for Covid. Got it from a friend. I assumed she was being responsible for my safety when she asked to meet for lunch. Found out she was infected by an online date. She didn't know him. She didn't wear a mask. Or distance. I then exposed my parents.,1
87,87,face masks,It doesn't feel safe to ride with the @MBTA because they aren't enforcing their mask policy on all their trains,1
88,88,face masks,"Wear a mask please.

#WearAMask",1
89,89,face masks,"@realDonaldTrump They just closed my towns city hall indefinitely because an employee tested positive.  Adults can't figure out masks and social distancing.  But sure lets cram kids into buses and classrooms.
#TrumpVirus2020",1
92,92,face masks,"@Starbucks I went to Starbucks at 2961 Michelson Dr, Irvine, CA 92612 at 1:30 pm today. Cashier and the girl at order pick up counter were not wearing face mask. This seems not implementing California order. #Starbucks ",1
97,97,face masks,"I work 10 hours in a 96 degree wearhouse walking 20,000+ steps a day and lifting heavy boxes and I wear a mask. STOP COMPLAINING YOU CANT BREATH WELL ENOUGH TO WALK 30 MiN WITH A MASK. ",1
99,99,face masks,Spending the afternoon watching a 3-on-3 youth soccer tournament at @etownsportspark. Beautiful day...but a shame there’s no signage or enforcement of mask wearing. Come on...we can do better! @KYHealthAlerts,1
100,100,face masks,"My mask doesn't stop... um, let's say 'Herefordshire scents' but it does keep my mouth dry from rain.

In other words, oxygen can get through masks, but droplets containing the virus cannot.",1
102,102,face masks,Twitter folk are uber sensitive today! #MaskUp,1
105,105,face masks,"I know everyone’s freaked about American tourists coming to Ireland but I was shopping in dunnes earlier &amp; half the shop weren’t wearing masks :woman_facepalming_light_skin_tone: can we at least try to get it right ourselves, please ",1
106,106,face masks,@jeffmason1 @realDonaldTrump at least 22 people in this photo and maybe 3 are wearing masks... They run our government :face_with_rolling_eyes:,1
107,107,face masks,"I wonder if the people concerned about Co2 accumulating in their #masks and effecting how they breath, are the same people that don’t believe in the science behind the #ClimateChange?   ",1
108,108,face masks,"@MBellmoore @edmontonleon @kindermeg You're a moron Mitchell. But I scrolled your TL, so it's not exactly a surprise to me. Don't like the mandatory masks, feel free to stay home, away from the people are capable of critical thinking",1
113,113,face masks,@casitruth @madeamerican3 @realDonaldTrump @RealJamesWoods Love how she’s not staying 6 feet away because her miracle mask will keep her safe! Dumb people need to stay home!,1
114,114,face masks,"If you can find a better place to buy gas than @Wawa - do so. I went to buy pretzels at Lionville 113 store and a white male was brazenly in the store without a mask. You need to refuse service to people not wearing masks.
#WearAMask",1
116,116,face masks,@Patriotize Yep masks only worn in the O.R. and infection contagion risk areas of high risk patients. And they were not these cheap ass blue and white paper masks they were N95 respirator masks. :pray::flag_for_United_States::heart::frog:,1
118,118,face masks,"Well, it finally happened. Someone close to me has been diagnosed with #COVID19 
It is absolutely terrifying to watch. Please",1
119,119,face masks,@MiaFarrow Look at all the gear our medical professional are wearing but folks want to whine and complain about wearing a mask??,1
120,120,face masks,#sundayvibes don’t consider yourself a pro life Republican if you won’t wear a mask :mask:,1
121,121,face masks,@calhouns So you won’t have employees wear mandated face masks?  So long.  Will NEVER frequent your restuarants!!  Maybe you could not enforce the smoking law too.  #calhouns #knoxville,1
124,124,face masks,DO NOT REOPEN SCHOOLS!! #DoNotReopenSchools #ProtectStudents #KeepUsSafe #COVID19 #MaskUp,1
125,125,face masks,"The difference between anti seatbelt &amp; anti mask people is that the latter is leaving a digital footprint of their ignorance for their grandkids. 
",1
127,127,face masks,"@Glowysoe @OGKBEAR @Dadilicious2 @KingRezizt @WeinreichHolly @realCheeto1 @NicoleNunn20 @ccsllew @AmateurMmo @Pittsburgbitch @leahbake @Duke_of_Phale @Burgh_bitch @cookiem89151957 @TroianoNic @MelindaRenee72 @JTSand138138 @TrumpBear4 @comeundone0 @AndyPadrutt @BResisting @JoeBiden @MeidasTouch @Eiggam5955 @brianlewis3282 @waltsimsjr @onit1977 @jenjones207 @BigPixieKiss @Flyin_Nrs @Peatches66 @Boomer818 @Jeff_resist @babaloo2 @TruthfulReal1ty @BradyBoo75 @AngBonCan @Wikweko @Brentp56 @WilliamFPeters2 @BackNBlack1975 @CapAmerica1111 @BogdanoffElaine @TCRG2012 @YetiEye @100Mohawk @CheyenneNDN @BrahmaGreg @Rob83753057 @RandomFSM The Whitehouse Cowboy is a slow learner, but even he realises that masks slow the spread of Covid. I’d rather listen to medical specialists- WHO, CDC than the quack Immanuel spouting about dream sex with demons causing Covid. Viruses don’t have a political agenda?",1
128,128,face masks,@KrisTStacey1 Just try test driving what you think your Constitutional rights are... you’ll get kicked out of Bass Pro Shop...and anywhere else you try to shop without a mask.  You do not have the right to put other people’s health in danger.,1
129,129,face masks,Still beyond me why teens will not be wearing masks in schools :thinking_face:,1
133,133,face masks,Person on the BBC today said she won’t wear a mask because she’s Claustrophobia. I mean come on! :joy::man_facepalming_light_skin_tone:,1
134,134,face masks,"If you think wearing a mask makes you look stupid, when's the last time you looked in the mirror? ",1
136,136,face masks,Today is the first time I have had to visit my doctors office since COVID began. I’m very impressed at how things are being run but the only way these services will remain accessible is if you wear a mask. So please,1
137,137,face masks,"Seriously, why do I smile as I pass by people while wearing my mask? But still, ",1
141,141,face masks,"@5_2blue He’s not a pastor. He’s a pretentious anal retentive self righteous princess jackass. Probably a closet Colonel Frank Fitz: A product of his own self antagonistic orientation. Send him a mask, not a gift card. #fools",1
142,142,face masks,"@kurteichenwald @NanaMof5 multi-generational households are traditionally POC &amp; taking it home to their grandmas &amp; parents is the feature not the bug w/ this “@WhiteHouse plan” for this [corona]virus. 
#DeliberateSpreaders seems obvious it’s why we’re STILL arguing abt masks.",1
145,145,face masks,"@ceastwoo @sternergulch @traceygaughran @GovLarryHogan Your ""logic"" is typical of the uneducated. Just because THEY didn't die doesn't mean other people won't or won't have life long effects. You really are willing to sacrifice them #COVIDIOTS You probably don't even get the flu shot. Bunch of nutcases you all are",1
146,146,face masks,"Watching the willingness of #Iranian Women, of the #bbcpersian #VOA elite/class, i can see it is #Islamophobia which drives their “No Hejab” calls for #Iran. #HumanRights has nothing to do with it, otherwise they would refuse masks more so. #Hypocrites are #parasites.",1
149,149,face masks,"@JohnPicacio @gaileyfrey Love it, I just ordered two.  Thanks for making such a great mask.  ",1
153,153,face masks,"Also, I bought a new *reusable* mask in @SuperValuIRL for a fiver and I'm BUZZING to add it to my collection. why'd I buy it? Well because 1. I cannot sew and 2. I can't be asking my auntie to make me more masks but 3. I WANT ALL THE MASKS ",1
159,159,face masks,"If you can't get people to believe they need to wear a mask, how will you convince them they need to get a vaccine? Asking for a friend... #COVID19",1
161,161,face masks,@iheartmindy That’s because you’re a Karen and a trump lover. If you really cared for the people that deserve to live on this planet. You would wear a damn mask. Good luck for when you might need a ventilator soon. Us Normal people are going to wear masks to survive.,1
164,164,face masks,"I will be doing more shopping in Calgary after today, Home Depot at the Country Hills was full of people wearing masks, everyone was wearing a masks in their cars they were travelling between destinations, no shopping in Okotoks or Airdrie until they figure it out!",1
165,165,face masks,"Published in the Journal Medical Hypothesis titled “Exercise with facemask; Are we handling a devil’s sword? – A physiological hypothesis”
@RichieAllenShow #KBF",1
167,167,face masks,A question to the people wearing their masks on their chins...do you think it’s doing anything :thinking_face:,1
168,168,face masks,On the F &amp; 6 trains (kid needs emergency dental visit :grimacing:) and giving everyone imaginary gold stars for the :100: mask-wearing. I :red_heart_selector:my fellow strap-hangers.,1
175,175,face masks,@MaraJade_Sith People need to strap up and MASK up!! Americans sacrificed so much during WW2 and now they can’t even wear a mask at Target for 5 minutes without having a hissy fit!!,1
177,177,face masks,"@SamCoatesSky You are Not allowed into the UK Disney stores without a face mask as it’s company policy, they had someone on the door handing out masks to those without one. As a young person I am happy to wear a mask during this time and hope it becomes compulsory in shops. ",1
179,179,face masks,@Politics_PR The most interesting thing is how the ones who’ve hollered about the masks being unnecessary and that the virus isn’t real are the ones now getting coronavirus. Know who aren’t getting it? Most people who’ve been wearing masks the whole time.,1
183,183,face masks,"Don't recommend going to Bottles and Stuff on Newburgh and 5 Mile. They're not enforcing/following the mask ordinance.

#Maskholes",1
185,185,face masks,Of course I have my first Karen sighting at the grocery store no mask buying a  cake. Brawl in self-checkout she leaves her station the store associate says I can use it I say no thanks and the four people behind me in unison go us either.,1
187,187,face masks,"@FoxNewsMom @BillStepien @GOPChairwoman Covid cases are coming down. What we need is someone who can lead us out of this madness. Trump is not ever gonna be the mask guy. On the other hand, if people see their kids back in school, and can go outside without fear and mask harassment, I think he has a shot.",1
188,188,face masks,"@RhapsoDani I hope quarantine doesn’t mean you don’t get out for walks almost daily, which is good for you &amp; critical for kids; if you social distance it doesn’t present a serious risk. Those w underlying conditions should be able to get a KN95 mask, which protects the wearer ",1
193,193,face masks,"For those who say #COVID19  isn't any worse than the flu, I give you MATH (but you can't really compare these 2)

2018-19 US flu season deaths were 34,200 (@CDCgov)

% increase using US CV19 deaths (157,396 SO FAR) 

= 360% increase. THREE HUNDRED SIXTY PERCENT!",1
194,194,face masks,"With a total of 595 deaths in the US yesterday, OVER ONE-THIRD were in Florida! #COVID19 #FloridaCovidEpicenter #TuesdayThoughts",1
195,195,face masks,"@GimmeObama @tedcruz Fuck you, #TedCruz and shame on @AmericanAir for allowing him to do this. He endangered every life on that plane and in the airport. What a dirtbag!  ",1
196,196,face masks,"If I hear one more man wine about their mask being too tight behind their ears, Ima lose my mind. No pantyhose have EVER been anything other than too tight E.V.E.R.Y.W.H.E.R.E",1
197,197,face masks,"@MollyJongFast @SGNSV_ MEEEE EEITHERRR!
Stay home~ stay alive!
Social distance
Wear a mask
Wash hands frequently
These are our only defenses
And these are such simple things~ not like a series of shots in the ass! Or a double lung transplant..
#152000AmericansDead",1
198,198,face masks,I’m so late to the party @Twitter Please excuse me. How’s #QuarantineLife? #WearAMask,1
199,199,face masks,"@SuzanneEvans1 1. Get Covid-19 
2. Get intubated and ventilated.
3. Tweet to tell how much better it is than wearing a mask.

Haven't seen one of those tweets yet? You're not going to.
Shut up and wear the damn mask. ",1
201,201,face masks,Two passengers arrested for not wearing a mask on a plane.. Where is Ted Cruz's arrest please? They should share a small cell. No mask allowed. #COVIDIOTS,1
203,203,face masks,The good thing about anti mask protests is the effectiveness of tear gas.,1
204,204,face masks,So I just got told to wear a mask in a shop by an attendant who herself wasn't  wearing a mask. I put it on anyway as i'd simply forgot but that's fucking insane. #WearAMask,1
206,206,face masks,@MPRnews Hello virus my old friend...without masks the pandemic won’t send! #antivirus,1
207,207,face masks,@funder I would hope the mask-less boobs are put on the No Fly List.,1
208,208,face masks,"POLL!

If you go into a shop without a mask, what are you most afraid of?
RT for wider sample.

#Covid_19
#BLMUK
#mask",1
209,209,face masks,"@nypost #FauciTheFraud ? No way, twatwaffle. GTFO wirh this crap. You lost credibility a long time ago but solidified it the pucs at the baseball game with the mask not on. No goggles.",1
210,210,face masks,@realDonaldTrump you should make MAGA masks. Put them on and encourage your supporters to do the same! :mask: #DonaldTrump #maga,1
213,213,face masks,"So far so good on the bus, only one passenger not wearing a mask however a few people need to learn to wear a mask properly ",1
214,214,face masks,"Yesterday, a woman I passed in an enclosed area was wearing a mask with 45*’s name on the front. As much as I wanted to be irritated (knee jerk reaction nowadays), I secretly applauded her for putting common sense and safety first over politics (sort of).",1
215,215,face masks,"@postandcourier I think by now we all realize what this means:
-We are not testing enough
-Huge community spread
-Ppl getting sicker
-Ineffective contract tracing (lag test times)
-Ppl not wearing masks

We are in trouble here.",1
216,216,face masks,"@Acosta 8 months later and the coronavirus is still partying it up.

Don't be a maskhole.",1
220,220,face masks,"Taking a scroll through Instagram right now...I didn’t know the pandemic was over! Congrats everyone!! Hope you enjoyed your big night out. 

I’ll just huddle over here behind my mask as school starts in two weeks.",1
222,222,face masks,"Lets just remember that its not the policy around face masks which will ruin the high streets 

Its the opinions and views of those who are ignorant and entitled which will damange high streets. 

Just get on with it and stop moaning
#facemasks ",1
223,223,face masks,"On the other hand, with masks it's fun to mouth the most vile, hateful shit directly to someone's face when they Karen you for standing too close at TSA.",1
224,224,face masks,"All of you maskholes who say masks violate your personal freedoms, how you gonna justify that to your kids in December when they can’t go visit Santa at the mall? Mask up now. #COVID19 #maskup",1
226,226,face masks,"@K_Thomas113 @AsaHutchinson @AsaHutchinson doesn't want to anger the ant-mask Trump base at the cost of public health. I hope I'm wrong but what else could it be?
#Arkansas ",1
227,227,face masks,@NYGovCuomo @MassGovernor agrees and has launched a new campaign to highlight the continued importance of wearing masks   #MaskUp,1
228,228,face masks,"Why doesn't Pillow Man make MASKS if he wants to be helpful?

#mypillowguy #coronavirusUSA ",1
229,229,face masks,Anti-maskers are 100% that person you went to high school with who never left your hometown and spends their weekends day-drinking at water parks. #maskdebate #WearAMask,1
230,230,face masks,noah fence but if i can wear a mask outside for 4 and 1/2 hours in the morning then 3 hours during the afternoon in the southern heat for band camp then u can wear a mask to the store &lt;3 :red_heart_selector::joy_cat:,1
232,232,face masks,"Republicans: all lives matter

Republicans: be prolife

Also Republicans: only 5% of the population will die from #COVID19 so it's not necessary to wear ",1
233,233,face masks,@QTAnon1 But a mask will keep you safe ...,1
236,236,face masks,A close family member of mine passed away last night due to coronavirus complications. It didn’t have to be this way. Do better.,1
241,241,face masks,Im still waiting to hear a real and truthful example of anyone who’s “medically exempt” from wearing a mask. Like prove me wrong but if ya have a heath condition surely getting the virus is hella worse than being a bit uncomfortable no?,1
242,242,face masks,@cher WI Gov Evers just passed mandatory masks statewide effective today. GOP state legislators already fighting the mask law and threatening lawsuit to WI Supreme Court to overturn. New WI SC Dem Justice just took seat today. So GOP may not succeed:double_exclamation_mark_selector::pray:,1
246,246,face masks,Shout out to all of us getting that summer “Maskne”.       ( that’s Mask- acne””)  #stillwearingamaskthou,1
248,248,face masks,"@realDonaldTrump Can America have a ""do-over""?

With your handling of this horrid, insurmountable, and climbing loss of Covid-19 lives! Can America have a do-over?",1
250,250,face masks,@MTA I was thinking the subway was safe a month ago but today so many people had their masks pulled down and no one enforces correctly wearing a mask.,1
254,254,face masks,"Yest went to supermarkets (NSW) wearing a mask. Expected to be mocked. Lady outside supermarket 1 in a mask, no masks inside. No customers hassled me; staff smiled kindly.
1 young man in mask s'market 2, no hassle
Best bit - people gave me more space than usual :slightly_smiling_face:",1
255,255,face masks,"Many thanks to all who supported our mask campaign:bangbang:
They are set to ship next week! :mask:

#MaskUp ",1
256,256,face masks,"@JohnCornyn Hey Republicans and other #trumpanzees If you do as that orange fool in the WH tells you about #Covid_19 you will die. You are letting that fool lead you to an early grave. Now, if that’s ok with you, then go right ahead. But you dummies won’t take me with you. ",1
257,257,face masks,"26yrs old, finally figured out a skincare routine that works, hairstyle and clothes that I actually like, healthy eating habits and my career. I am FLOORED that I can’t go out to celebrate my glow up lol. Wear your fucking masks people. #WhatWomenReallyWantIs",1
261,261,face masks,@Sunrun @riversideca Every breath he exhales potentially spreads #COVID19. Why can't people be more considerate of people at risk? Answer...never go to Home Depot or use Sunrun products. Just say NO. Your company has failed to keep people safe. #SunRun,1
266,266,face masks,"It's not about you, Nichols farm. It's about your disregard for others in the form of not being willing to comply with wearing a mask. It's about protecting the market, the 17 other vendors, and the customers, not about a ""personal vendetta"".",1
267,267,face masks,Today a non-mask wearer paid me a compliment. She said how was being very unselfish. I’ll take it.,1
268,268,face masks,"Now there's a guy eating an entire meal with his mask around his chin.

Is eating even allowed on @cta trains?",1
271,271,face masks,"It’s a sad day, that the main news is Trump wears a mask! #MasksOn ",1
272,272,face masks,We can do this. #patriotswearmasks #WearAMask,1
273,273,face masks,"@DisneyParks I am going to be very disappointed if you do not provide your employees with #DonaldDuck bill or #Goofy mouth #n95 masks while the parks are open.

#disney #coronavirus #florida #california #masks ",1
274,274,face masks,"Today I realized if the solution to climate change was for everyone to just wear a mask, we would still fail. #ClimateCrisis #freedom",1
277,277,face masks,"“Non-medical, fabric masks are being used by many people in public areas, but there has been limited evidence on their effectiveness and WHO does not recommend their widespread use among the public for control of COVID-19.“ - World Health Organisation, 3rd August 2020",1
280,280,face masks,@hippiemama2002 @mgarner1227 @BrooksElemLions @GovernorKayIvey So what you are telling me is to instruct my children to trade masks at school to defy Gov. Ivy?,1
281,281,face masks,"@ananavarro That representative from Texas said almost the same crap in his mind, refused to wear a mask when asked...Guess what, God doesn’t appreciate that crap...he’s now dealing with Covid-19 wherever he is.",1
283,283,face masks,"@thepatclifford @DerekSloanCPC It’s a slippery slope, first masks, then seatbelts, then brushing your teeth. Control and compliance is real. Resist common sense!! Go @DerekSloanCPC",1
285,285,face masks,When they ask me what I did with my life I will say I wore the fucking mask.,1
286,286,face masks,@GiRbogey @cay_petek @sn1glet @DrLesterColl @funder @Delta Bullshit. #COVIDIOTS #WearADamnMask,1
287,287,face masks,"@Pointer77352595 @Mind_Spy This is really funny, ..but it can't be right when that's how 'not wearing a mask' makes you feel.  I dread going into shops now.",1
288,288,face masks,Lamest apocalypse. So lame. #WearAMask #WearADamnMask,1
289,289,face masks,@NeilClark66 Do we not cover and protect various other organs from our environment? Have we evolved to have skin that doesn't burn into cancerous lesions? How many examples do you need @NeilClark66 before you understand that your opinion of mask-wearing is utter nonsense,1
290,290,face masks,"@FIhornet C) We didn’t try herd immunity, it was abandoned immediately due to public pressure. You can’t compare the UK to NZ - the whole world travels through London.
D) Masks are effective, but cloth face coverings aren’t, and that’s what most wear.",1
292,292,face masks,#BizarreThingsThatDriveMeMad Thinking that masks don't work!,1
293,293,face masks,"@JoeBiden Follow your own advice, then. You did an entire press conference with the mask hanging from your ear.",1
295,295,face masks,"TL/DR: 
1. Consistent &amp; correct wearing of masks
2. Avoid crowds &amp; keep a distance of 6+ ft 
3. Stay away from crowded places
4. Be outdoors rather than indoors
5. Wash your hands. Use sanitizer if you can't wash.
#WearAMask",1
299,299,face masks,"When the virus 1st arrived, I heard get a mask. Went to look for 1 and they were nowhere to be found. I got shamed for trying to buy one. Now I've come to the conclusion that the mask is part of the psyop and not really protection. Now I get shamed for not wearing one.",1
304,304,face masks,Don’t burp while wearing a mask. #WearAMask,1
