,Unnamed: 0,premise,text,stance
2429,2429,fauci,Mothers and fathers are dying from being home with their kids. Kids are VERY BORING AND VERY DIRTY! Send them to school!!! #ReopenTheSchools #Covid_19 #COVID19 #coronavirus #CoronaDon,0
376,376,face masks,@realDonaldTrump Look at all you assholes not wearing a mask.,1
1237,1237,face masks,"@chico14436924 Dems are crazy and the people that vote for them are insane. If any political party let mobs burn down my neighborhood and endangered my family, I would never vote for them again. And guess what?This is way I will not be voting for a Dem again. #WalkAway #EndDemFascism",0
2087,2087,fauci,So where was this #DrFauci faggot in January &amp; February. I knew about the outbreak and it’s potential on January 6th. Where was Fauci? Why was he silent? You’re telling me this man was unaware of Coronavirus until recently? Ok then he’s not credible &amp; should stfu,2
2164,2164,fauci,"It’s a virus, just like the flu and no vaccine with ever eradicate it! Flu vaccines aren’t even a guarantee! If you want to be a :sheep: and follow Fauci, Gates and the rest of the Deep State idiots, by all means, jump to the front of the line. #SayNoToCovidVaccine",2
1842,1842,fauci,@Change my bet...we could get 10 times that number to sign a petition showing mistrust in Dr. Fauci.,2
1161,1161,face masks,"Love this ER Physician, Dr. Desmond Carson right now on @AC360! Criticism that everyone needs to listen to! #Covid_19 #TrumpVirus",0
3725,3725,stay at home orders,@ewarren Easy solution,0
1114,1114,face masks,"@OGCecropia @CanadianMint Wrong. The virus is alive and well. It's not just gonna ""go away"" like some people believe. It's here until there's a vaccine available.sheesh.:face_with_rolling_eyes:",0
4055,4055,school closures,"@Mike_Pence @VP @UofSC Yet, 85 infants have been diagnosed with covid!! You think school kids are gonna keep their masks on all day? Wash their hands every single time they need to? Not scream, yell, sing, spit on another kid or school staff?! Wake the hell up!!! #pencemakesnosense",1
3568,3568,stay at home orders,"And now Toronto is letting people occupy downtown Toronto @TorontoPolice @JohnTory you guys are a true joke to the society of Canada. 

Canada the swamp is here...you want Seattle, well you got it!

#EnoughIsEnough #CorruptionInGovernment #NotMyPrimeMinister",0
503,503,face masks,"@elidet Happy birthday :clinking_glasses::birthday:
#WearAMask",1
730,730,face masks,@CDCemergency When will you and the @WHO stop pandering to the political conspiracy about masks.  Your misguided information to the general public should be seen as nothing less than criminal!  This has never been about the virus - it's always been about control.  #NoMaskMandates,2
443,443,face masks,"Trumps cronies are now making it known that there is no negative to wearing a mask.. @realDonaldTrump finally wears a mask..its a shame its 3 months too late. You have already killed or permantly damanged half of of America ( physically, financially and mentally) ",1
1351,1351,fauci,"Btw. Where is #DrFauci   We know he’s been put on ice, but he should retire and spill the beans. He’s tried. He’s a legend. We need him. #coronavirus people clearly don’t understand what he did for HIV/AIDS. Let’s not forget about him.",1
3116,3116,stay at home orders,"@BCGovNews Dr. Bonnie Henry’s guide for...

• sensationalism over science &amp; data
• economic devastation
• picking winners &amp; losers
• sm biz bankruptcies
• lives destroyed beyond repair
• anxiety &amp; depression
• suicide
• more power to big brother
• a fascist dream",2
1297,1297,face masks,"@simondolan Nowadays people will film their own mother dying if they thought would get loads of likes &amp; increased followers, where are all vids &amp; live films of people showing us how horrific it is/was whilst having #coronavirus, weight loss pics etc there is zilch #coronaviruscon",0
495,495,face masks,@Constance8News I’m so sorry. Why is wearing a mask so hard?,1
3919,3919,school closures,"How much do you think a jury would award a family in punitive damages from a school district for the #Covid19 death of a teacher, student, cafeteria worker that was forced to go to school because Trump is a fucking idiot?",1
4340,4340,school closures,The body running its own schools cannot be the body regulating other schools.,0
422,422,face masks,"You won’t wear a mask? If I get it from you, and I pass it on to my elderly mum, you’re a dead man. #COVID19AB  #COVID19",1
1437,1437,fauci,"The Ass clown :clown_face:Sen Rand Paul was grandstanding for the cams yesterday but got his ass spanked real good by Dr. Fauci. Aside from 45, I don't know of any one moronic idiot that Paul #DrFauci #COVID19",1
3783,3783,school closures,"Parents have the power, by simply pulling all your kids out of school, all schools will shut down!",1
1335,1335,fauci,"#DrBirxIsAQuack
After what we experienced during Spring Break, she honestly thinks people won't travel from ""high risk"" to ""low risk"" counties?
She's a threat to public health
Help us #DrFauci 
#DrBirx
#coronavirus 
#TrumpLiesAboutCoronavirus
#DrFauciIsANationalHero",1
3356,3356,stay at home orders,"@nxyxm Man with beard and moustaches
.
OH MAN!! You belong to my imagintaion. This dimple behind your beard is just a pure reflection of my love. These arc like eyebrows, heavenly eyes, nose like a knife’s bridge, diamond tooth are marvellous...
#selfwtiting #SelfIsolation",0
2301,2301,fauci,Who fuuking believes ANYTHING the CDC and these ‘lockdown Democrats’ / teacher’s union say about COVID19 anymore?!? #Scamdemic,0
263,263,face masks,@drdesrochers Wear a mask and practice social distancing! The life you save could be someone you love.,1
2592,2592,fauci,"Mask mandates in stores have zero to do with “slowing the spread”, and everything to do with them not wanting to be stuck with the pallets full of masks they just received from China. 

I said what I said:woman_shrugging_medium-light_skin_tone: #CovidHoax #Scamdemic",0
1010,1010,face masks,"People are going to start getting sick soon from all the mask wearing, I already spoke to one woman today who had collapsed from lack of oxygen.",2
1635,1635,fauci,"Remember those movies where the government was being stupid, and one scientist was trying to warn them?

Make no mistake. #DrFauci is that scientist. 

#COVID19 
#IMPOTUS 
#ETTD",1
724,724,face masks,@simondolan @naughtymandy121 @bmstores At least my local @bmstores didn’t ask me to put a mask on when I’ve been in,2
2441,2441,fauci,@sexythuski @johannaihli @nytimes I lost a family member in April. He did not test positive for covid BUT they marked him down as having died from it. People need to wake up and stop letting fear control them,0
3921,3921,school closures,"@DanielAndrewsMP CLOSE THE SCHOOLS! Back to remote learning until the cases drop. What would you rather; the cases to drop, or the people to drop...dead, because of Coronavirus? Schools cannot contain and maintain this pandemic. #COVID19 #Coronavirus",1
3838,3838,school closures,"@librarianjennie I’d feel better if we could get covid tests, close ALL the schools in my area and close the restaurants. I don’t see that happening here:weary: #marin #coronacalifornia #coronavirus",1
1360,1360,fauci,"""Mitigate! Mitigate! Mitigate! You have to look at the DATA.""
-#DrFauci
#coronavirus
#CoronavirusUSA",1
4084,4084,school closures,"OMG! I heard that only FOUR schools closed in my state because of coronavirus! :O

I hope it's not gonna spread.... I'm so terrified, and also tomorrow I have college &gt;~&lt;",1
498,498,face masks,"Hey @MishaBotBot Please tell me you wear a mask! Everyone, even Bots have a responsibility to help slow the spread of Covid-19.",1
1471,1471,fauci,"@realDonaldTrump Wearing masks is not really a political issue, it is an intelligence test. #COVIDIOTS #WearAMask #DumpTrump2020 #pandemicPresident #AmericaOrTrump #DrFauci",1
1851,1851,fauci,"#FakeNewsMedia are quick to point out quickly that .@realDonaldTrump is not a doctor when talking about #coronavirus but they are silent that #Fauci is not an economist when he gives economic advice

#FauciLiedPeopleDied
#FauciHearing
#FauciTheFraud
#FauciTestimony",2
3870,3870,school closures,@jaketapper Science is NOT on the side of reopening brick and mortar schools!!,1
96,96,face masks,There's many reasons someone may not wear a mask. The only one that should concern anyone is that it's none of your business. Protect yourself. #COVID__19 #MaskUp,1
2455,2455,fauci,@johncardillo If I was as wrong half as much as this fraud is I wouldn’t have a job.,0
4424,4424,school closures,"Very soon, by analysing the number of papers published in 2020/2021, you will be able to say who has kids and who has not. #coronavirus",0
1316,1316,fauci,I don’t want to hear from Pence. I don’t want to hear from 45. I want to hear ONLY from Dr. Fauci and other well respected infectious disease experts. #COVID19 #DrFauci,1
2116,2116,fauci,@markknoller @CNN Good. We’re done with #Fauxi. Wrong on all counts. Don’t need him.,2
64,64,face masks,I have an idea. Everyone has their temperature taken at the entrance of the bar. Everyone not wearing a mask gets it taken rectally.,1
1147,1147,face masks,"@hunter2baseball @JerryDunleavy I’ve not been able to attend too many funerals in support of survivors, 
5 friends grieving the loss of their mothers 2 saw fathers die, and 6 friends who’ve had children pass this year
2 were due to symptoms of positive Coronavirus complications  

#BeSafe",0
1159,1159,face masks,@hbeeeme @onlyright9 @sarahpye18 Everyone is staying at home to protect the NHS!!! What are they there for? Don’t know anyone who has it or died from it!! #endthelockdown,0
3888,3888,school closures,"Not only schools - the whole country must shut down!

We are all dying daily by the numbers! 

We must unite to flatten the curve again! 

COVID-19 is real - we need to unite! :raised_fist_medium-dark_skin_tone:",1
3833,3833,school closures,Youre telling me in my school of 3000 kids I need to wait till someone gets diagnosed with Coronavirus before we are closed for a few days. Cuomo and de blasio are jokes liars and theives,1
3712,3712,stay at home orders,@jsolomonReports Rational people knew this four months ago.  FN morons.,0
1536,1536,fauci,"Not only do I appreciate #DrFauci leading by example wearing a mask, but I LOVE that he wears an @Nationals mask! And how can I get one?!",1
3717,3717,stay at home orders,@Ptbo_Canada Omg. Shut everything down.....lol.,0
465,465,face masks,What's with the no mask thing? Do you really think life saving health laws are unconstitutional? Are you saying its okay for waiters to not wash their hands before handling your food? Get with it folks! Just WEAR THE DAMN MASK #Masks,1
4032,4032,school closures,@BorisEP @JoeBiden This footage was filmed during the last week. This is @realDonaldTrump America and it is terrifying. I’m not facing the #TrumpsGestapo but I am facing @CherokeeSchools opening with no face mask requirement or social distancing plan. #TrumpVirus,1
1559,1559,fauci,"@robreiner Seriously! Listen to #45 and NOT #DrFauci  by taking an unproven drug #Hydroxychloroquine if y’all want to for #coronavirus!!!  Yes....The very same guy who said “I’m not a doctor, I just use common sense”. :woman_shrugging_medium_skin_tone:#NoThankYou #DonaldTrump #WhiteHouseBriefings #briefing",1
4002,4002,school closures,my school will only close for 48hrs if there’s a coronavirus case and then we’ll all probably have to return to normal as if nothing’s happened. wtf?,1
35,35,face masks,Shut out to the gas station workers who even though the front door says mask mandatory weren’t wearing one but compliments my #AgentCarter mask!,1
2726,2726,fauci,@rbenn76 I knew the mask at home thing was next.  She’s got nothing else to say.  She’s as bad as,0
2273,2273,fauci,"@TomFitton I took it. I know it works. I am alive to tell my story, why isn’t there a push to donate recovered patients plasma ?
Media should be asking for donations and telling where we go @realDonaldTrump @CDC",0
4339,4339,school closures,"@DonaldJTrumpJr 

If a healthy person is diagnosed with #coronavirus and dies from any other cause, like hit by a bus or anything, our state government counts that as a #Covid19 death. 

These numbers are so damn flawed. 

Very frustrating. 

#GOP",0
1556,1556,fauci,"When you are sick, listen to what your doctor told you what to do. This nation didn't do it , people are sick, they seek advise from politicians , they listen to dumb leaders, that is why the other country said about us: ""most American are stupid"" #DrFauci #coronavirus",1
493,493,face masks,@RforRingmaster @ananavarro Where I live if you serve someone without a mask the business can be fined $9000 for each occurrence. So your $7 coffee &amp; donut do not compensate the business for the risk of that loss.,1
4359,4359,school closures,"@PMOIndia @HRDMinistry
@imBhupendrasinh @narendramodi
Is Digital India not our PM's dream, then why so many conditions on digital education.
Clearly the govt is not equipped to provide online education, why obstruct pvt schools..",0
2000,2000,fauci,@DailyCaller Thank you @RandPaul - finally someone who tell us the truth Rand Paul #COVID19 #SenateHearing #KAG #KAG2020 @IngrahamAngle #Trump @realDonaldTrump - Fauci  is totally useless,2
1160,1160,face masks,"Not a good day today!

UP Cabinet Minister succumbs to COVID-19.
Union Home Minister tests positive.
Tamil Nadu Governor tests positive.
UP BJP President tests positive.

#StayHomeStaySafe",0
189,189,face masks,"@GrumpHatesTrump To all anti-maskers and covidiots, especially that idiot in the WH, and all the politicians. This will all be the cause of your downfall. Karma is coming soon!",1
1629,1629,fauci,Why doesn't #DrFauci simply quit working for the @WhiteHouse and hang @realDonaldTrump out to dry? Couldn't he then #testify for the #foreignaffairscommittee? He'd still have a platform to keep info going out to the public and we'd get the #truth instead of daily BS! #COVID19,1
303,303,face masks,"Watching idiot parents coming to pick their kids up from Camp Covid… Some poor counselor is having to take temperature checks as they drive up, and these stupid parents still aren’t wearing masks! No wonder!",1
4022,4022,school closures,"To slow the spread of the #CoronaVirus #COVID19

#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools",1
2454,2454,fauci,"@EMichaelJones1 It's my opinion he woke up his own viruses by wearing a mask, and he got a fever to try and kill it off. I don't know how old he is, but if he gets the annual vax and got run down with the mask. It's all keeping it going, and going,  on and on until they find out",0
4419,4419,school closures,"@AgarkarFatima By that logic, everything private, be it the FMGC industry, or automobile industry, or service sectors, all should provide free of cost services till they go bankrupt. Why only schools!? It's really sad, and makes one question the sanity of the ppl in power. :(",0
319,319,face masks,"@AuthenticVegas @CityOfLasVegas @iheartmindy @realDonaldTrump I have cancer, I do not go out except for blood tests and chemo.  There are people in line at Quest with no mask, even though their sign says ""no entry without a mask"".  I would like to go out, shop, eat in a restaurant, but I am terrified.",1
1388,1388,fauci,"@funder #DrFauci needs his own Twitter account!!

We want #COVID19 facts and truth NOW!",1
1539,1539,fauci,"@Yamiche Remember, Trump also disagreed back in March when all medical experts said it was not a matter of if but when #coronavirus would spread to America. #DrFauci said it was #inevitable. Trump said he disagreed.
#TrumpVirus",1
939,939,face masks,I love how some people think wearing a #mask is going to somehow stop a microbial virus from entering my body but somehow it doesn't stop me from smelling the fart of coming out of somebody's ass in the store.,2
3990,3990,school closures,"I'm YOUTH Brigade we have not been paid at that time we risk our lives to make sure that for those schools open are safe for kids by sanitizing classes and kids before and after school, taking temp, maintaining social distancing and wearing masks
#PayBrigades",1
4403,4403,school closures,How are they going to pay teachers when they can't afford to pay R350.00 for Covid-19 Social Relief of Distress Grant.,0
3534,3534,stay at home orders,Trying to maintain good habits but also trying to sustain myself when it's 90 degrees with a billion percent humidity in a pandemic.,0
4137,4137,school closures,"@DrEricDing So basically, temperature screenings are not enough.
Asymptomatic spread.  :mask: 
#coronavirus #COVID19 
#schoolsreopening",1
1838,1838,fauci,"@ToscaAusten So #DrFauci is already predicting another #CoronaVirus outbreak yet HE does not want US to have hope in #Hydroxychloroquine as a game changer to save our lives.  CRIMINAL IMPO!:rage:
@POTUS @realdonaldtrump",2
4142,4142,school closures,"Don't let #COVID19 shut down your school, move your classes online &amp; reach every student. We can organize the right tools for remote education on any level to keep your students and staff safe. Contact us Today. #coronavirus #CDC #Quarantine #schoolclosures",1
3995,3995,school closures,I honestly think students should start staying off school at the moment. Covid-19 is now confirmed in my town and it’s sure to spread like rapid fire. I don’t understand why the schools aren’t shutting down or at least doing deep cleans,1
140,140,face masks,"@eastantrimmp I went to an ice cream parlor I love. While I ordered, I wore a mask. I sat down, took it off, &amp; enjoyed my dessert. I used hand sanitizer on everything I touched &amp; the table. I put my mask back on, thanked them, &amp; left. It’s not that hard!
#WearADamnMask",1
3360,3360,stay at home orders,@globalnews More like Canada's top propagandist. #HydrochloroquineIsTheCURE,0
284,284,face masks,@Ft_mc_WAC @nomadeliv @DoctorJanette @SteveDoocy @foxandfriends @FoxNews New York state has been wearing masks since early April. We now have very low case numbers. At one point over 300/ were dying. Now we are in the single digits.,1
2036,2036,fauci,"@ValerieJarrett What two people stand to benefit $$$ billions with a capital B from a possible Corona Virus vaccine?

Bill Gates &amp; Dr. Fauci 

What two people are adamantly opposed to  Hydroxychloroquine + Zpak which is a 100% success rate $1.00 cure?

Bill Gates &amp; Dr. Fauci",2
496,496,face masks,"@Constance8News So very sorry for your loss. I pray anti-maskers will get the message that masks do help save lives.
#WearAMask",1
4358,4358,school closures,Politicians and bureaucrats who keep calling private schools for admissions and do what not to get a seat should be reminded that your kids don’t go to Govt schools but come to us for quality education. Don’t kill the goose which lays golden eggs for you all.,0
1315,1315,fauci,"After the weird #RushLimbaugh #SOTU Medal of Freedom thing, @realDonaldTrump fix its image by awarding it to #DrAnthonyFauci . @JoeBiden will YOU get it done? Ask @DrBiden!
#Biden2020
#COVID19
#CovidUpdates
#MAGA2020
#Fauci
#FauciMedalOfFreedom
@FauciFan
#DrFauci  
#AnthonyFauci",1
3757,3757,school closures,"When trump says,""You don't have to wear a mask.""
I'm wearing a mask.
When trump says""Covid is a hoax.""
I know it's real.
When trump says""Beaches,bars &amp;casinos must open.""
I'm staying home. 
When trump insists,""Children should go to school,"" during a pandemic.
I shout",1
2748,2748,fauci,I just got back from a store. I drove 30 minutes to get there. The twig of a girl that greeted me asked if I had a mask. I told her no. She asked that I bring g one next time. I almost turned around &amp; left. 1/2 the ppl inside didn't have one. #MAGA,0
2285,2285,fauci,"@TheRightMelissa You forgot to use the part of this short clip: "" it could lead to a shortage of masks for the peoole who need it "" Also, as you states this is from 5 months ago!!?? Situations change hence advice changes! DUH:exploding_head:",0
1579,1579,fauci,"@WhiteHouse @realDonaldTrump Too bad pos, pathological liar, corrupt criminal #donaldtrump and his kind are getting #DrFauci to sell his integrity and soul...smh....losing my respect. 
#TrumpIsA_DANGER_ToAmerica 
#TrumpLiesPeopleDie 
#TrumpGenocide 
#CoronavirusPandemic 
#COVID19",1
2489,2489,fauci,"@GovRonDeSantis It never was a pandemic.

It was and is presented as a pandemic to keep the fear narrative going and cover for the overreaction in shutting down the Nation.",0
528,528,face masks,@ScientistMel Also sorry that just hit my funny bone I know you dont have an opinion either way :grin:.  Also everyone #WearAMask,1
696,696,face masks,@GregAbbott_TX Your mother would be disappointed in you flushing the constitution down the toilet with your mask mandates and lockdowns. #voteabbottout2022,2
1367,1367,fauci,I can’t shake this feeling that #DrFauci is the real reason ladies show up for Bingo night. #COVID19,1
3560,3560,stay at home orders,@BernieSanders This is the time to,0
3909,3909,school closures,"I live in King County, two towns from the epicenter of COVID-19

Schools are open but 1/2 full

At elem schools, kids sneeze, spit when talking, eat from a salad bar &amp; might be carriers w few symptoms

CLOSE, subsidize needed school lunches &amp; send teachers home",1
4058,4058,school closures,"@nycjim @PressSec Science is based on FACTS 
Not Figures
Not Corporations 
Not Political Agendas 
And not for negligent, corrupt criminals who want to jumpstart economy to work their campaigns. 
Schools should be closed until there is a vaccine. 
This is Our Children 
Not Products.",1
936,936,face masks,"@drdavidsamadi If I were a Doctor, my concern would be why so many people simply enjoy servility.  
If they were actually afraid, they wouldn't be out and about ..my advice to to the 'mask'eraders, order everything you need to your home ..and stay there!",2
4506,4506,school closures,@carrdretti You think covid-19 isnt that serious? :clown_face:,0
90,90,face masks,"Does it do any good to put a sign on a door if you don’t enforce it.  I went into the @PilotFlyingJ in Flatwoods, WV &amp; only 1 out of 5 customers had a mask on.  It’s hard to enforce though when the manager hangs her mask under her chin.",1
300,300,face masks,"My micro aggressions.
When you walk into my store with no mask and dont want me touching your stuff to scan it, IM TOUCHING THAT SHIT.",1
3774,3774,school closures,"@CDCDirector Bullshit
When @SenRickScott and @realDonaldTrump send their kids and grandkids back to school instead of distance learning? Then let's  talk ...
#teacherproblems #COVIDIDIOTS #COVID19 #ReopenSchools #teacherlivesmatter #StudentsLivesMatters #distancelearning",1
413,413,face masks,@natjone93 Yelling in people’s faces while not wearing a mask during a pandemic is messed up. It’s like trying to kill them and possibly their families. It’s also not a good idea for the protesters themselves who might be spreading it to each other.,1
4406,4406,school closures,"@AlexBerenson Every doctor I’ve seen- derm, ortho, dentist- has pulled their mask down when entering the room and talked to me face to face #Ohio",0
356,356,face masks,"@NickInEngland @tubedbeam @jamesmfahy Sorry Nick, I don't live my life on Twitter.
Masks have been mandatory since May in Spain, infections are up,local lockdowns enforced.
Muslim women wear full face coverings in public.The Muslim community are still suffering the greatest rate of infections in uk.",1
143,143,face masks,@davidnwelton @mkraju @SherrynAdair @SpeakerPelosi It’s time for people to act responsibly. There is enough evidence that masks work. Adults shouldn’t have to be told to wear a mask. It’s not a political statement it’s what makes us all safer.,1
174,174,face masks,I'm told @HEB is not enforcing its own mask policy or the #Texas mask mandate. I highly encourage you to shop elsewhere.,1
109,109,face masks,"Face masks are a lot like condoms. Nobody WANTS to wear em but, you should be wearing them to keep yourself and others safe.",1
2424,2424,fauci,@stavridisj Shame on an Admiral that’s not honorable to his Country. To purposely mislead should strip him of all medals. #COVID19,0
3616,3616,stay at home orders,@Breaking911 We’re never going to get the crap off the streets if we keep handing them free money,0
1216,1216,face masks,"@carlquintanilla If he thinks everyone is lying, has Chuck ever wondered if it was him who was wrong? Nah, because his conspiracy theory is more fun. ",0
1334,1334,fauci,"@realDonaldTrump @nytimes Sweet baby jeezus it's not about you-Americans want to hear #DrFauci #DrBirx, not you, you egotistical narcissist. #PressBriefings on #covid19 #pandemic are not about ratings, they're about safety &amp; information. Get over yourself. #ItsNotAboutYou",1
122,122,face masks,@garethicke @Norrienon anyone who doesn't comply with face coverings ect deserve to catch covid and end on a ventilator and die #WearAMask,1
1459,1459,fauci,"@AynRandPaulRyan @johnpavlovitz Thank you!!! I wanted to throw something @RandPaul for again being condescending to a man who has told American the truth, he’s the only one who has #DrFauci #science #TrumpLiesAmericansDie",1
1647,1647,fauci,@thehill Why are we still giving this liar who is spreading death and destruction through #misinformation a microphone? The press needs to keep Trump's epidemic of #coronavirus misinformation from spreading.  It's a double #pandemic. Please promote #DrFauci or like experts. #StayAtHome,1
2334,2334,fauci,@EpochTimes I wish he would STFU!,0
34,34,face masks,"Friends, I just want to go to restaurants and attend music events again... but I can't... because I have a fucking brain, and I know you idiots are out there without masks, coughing on everyone else. #stayhome",1
237,237,face masks,"If someone refuses to wear a mask on a plane, why not remove them during takeoff?",1
384,384,face masks,"The world we live in... a simple face covering becomes another battle front in the fight for our humanity.

#WearAMask",1
462,462,face masks,"Let me get this straight: you want to not only fly right now, but have the audacity to not wear a mask. 
#Delta then said I’m turning this thing around like a MOTHER because y’all are acting like CHILDREN",1
1187,1187,face masks,@WhiteHouse @realDonaldTrump You are patting yourself on the back for a service that the people now need because of the #TrumpVirus #TrumpVirusDeathToll156K #VoteForOurLives #RepublicansForBiden,0
2648,2648,fauci,@ChloeSalsameda The fraud should be exposed,0
2484,2484,fauci,"@Newsweek I live in FtWorth, Texas! My kids will not be the government’s guinea pigs!! Use your own damn kids!! #TrumpVirus  #TrumpGolfsAmericansDie",0
1212,1212,face masks,"@GeraldoRivera You think the virus is bad, wait until that vaccine hits. #LiberalismIsAMentalDisorder #SocialismKills #NoVaccine",0
3880,3880,school closures,@MotherJones A study of 39 families. What a joke to base opening schools on.,1
123,123,face masks,"Wearing masks during the pandemic is obviously a necessity, and those that aren't are just selfish or moronic. I wear a neck gaiter mask and it doesn't bother me at all, in fact it makes me feel better (probably due to my anxiety) - Am I alone in feeling that way?",1
1457,1457,fauci,If you recall the COVID-19 Press conferences every time Dr. Fauci or any  Dr.s spoke Trump would interrupt with nonsensical b******* when it wasnt what he wanted to hear. Youtube it Google it its there. Fuck TRUMP PENCE and EVERY LYING REPUBLICANS,1
1511,1511,fauci,@JoeBiden What I like about #DrFauci is his differentiation between public health and personal risk. It is better to be cautious now than be regretful later. Loved ones don't have to die. #COVID19,1
1154,1154,face masks,@thecjpearson They need mail in voting. In order to accomplish that they need to instill fear and keep schools and universities closed.,0
181,181,face masks,"@TweetBluewater Amazing how many people are not wearing masks... maybe use your security team to police it. Felt very unsafe. Suspicious that this many people seem exempt from the rule, especially when they're in friendship groups. It's a health risk!
#bluewater",1
370,370,face masks,@EricEganTV @WKRN Good for them! So tired of reading constant stories of those who refuse to abide by mask mandates. Equally tired of abuse workers are facing to try to enforce them.,1
3924,3924,school closures,"My kid refused to go to school today and I was also not gonna take her even if she wanted to 
Schools must be closed 

#MoneyHeist 
#mbali 
##SchoolMustClose",1
1267,1267,face masks,"What’s a good way of bringing up the conversation “I don’t want you going back to school to teach because it’s not safe and I’m insanely worried you’ll get sick.” to my mom?
#coronavirus #fuckamerica #Covid_19 ",0
505,505,face masks,Yo @Tesco did your branch in #Dundee retail park have an outing from the asthmatics teenagers institution or were the 100+ teenagers and young adults shopping maskless at 1030pm today just terrible people with stupid fucking parents?  #WearAMask,1
1322,1322,fauci,"Science is real. Scientific and public health experts, including the trusted Dr. Anthony Fauci, are vital to combating COVID-19 and safely reopening the US. It’s important for all Americans to stand strongly behind them and take their advice. #FollowTheScience",1
4394,4394,school closures,"Educational Department said that many schools have either not paid any salary or paid only 40-50% salary to their staff during the period of the lockdown. I don't know where they got the data from. I am a teacher and I have received 100% salary, on time.",0
4353,4353,school closures,"Kindly be little concerned for our unsung heroes who are none other than our teachers. Without them there is no future of our kids. Pay fees ,save teachers save schools.",0
55,55,face masks,"@JoeBiden What happens when we win the election and President Biden enacts a national mask mandate?

""Karens"" will be coming out of the woodwork and it aint gonna be pretty. 

How can we make this happen NOW? 

#YesWeCanAgain #Biden2020Landslide",1
3781,3781,school closures,I've made a big discussion today and that my 3 children will not be going back to school until the #coronavirus is under control or there is a vaccination for it....,1
407,407,face masks,"Helpful hint for your gaslit trumpanzee friends (if you’re into that):

Put your mask on.
Don’t mess with it.
Wash your hands often.

#MasksDontKill",1
518,518,face masks,"I'm 60 and I wear a mask.

My mom is 89 and she wears a mask.

Don't tell me you are too old to wear a mask.",1
85,85,face masks,"@RileyKays @GiroSammy @HeatherBadenoch @nytimes @FuzzyWuzzyTO It’s incorrect but it if makes you feel better it’s simple: stay home as much as possible, wear a fabric mask when you do have to go out and get some surgical masks if you need to be out for extended periods of time. 
You’re welcome",1
1694,1694,fauci,"@realDonaldTrump I better hear from Dr. Fauci again today. You’re killing people with your lies. We’re at war with this virus and you misrepresenting the situation makes you a #WarCriminal 

You will pay for this. 

#coronavirus #DrFauci #Trumpdemic #TrumpRecession #CancelEverything",1
3896,3896,school closures,@twobluecats I couldn’t agree more! #DeVosKillsChildren #DeVosMustGo #KeepSchoolsClosed,1
1431,1431,fauci,#MASA Make America Safe Again! Wear a mask and listen to Anthony Fauci! Oh yeah and #Biden2020,1
3890,3890,school closures,@GOP @realDonaldTrump Opening schools in hotspots will force these children to kill their parents and grandparents. #Trump and the #GOP will have blood on their hands.,1
