,Unnamed: 0,premise,text,stance
2823,2823,stay at home orders,I went to the mall. Because of a broken phone. It was weird. Not sure why people are going there for fun. There were people in line waiting to get in at some stores. Many stores were dark. Temp checks at Apple (does it matter if 40% of the infected are asymptomatic)?,1
2117,2117,fauci,@JessieM68040284 @drdavidsamadi @realDonaldTrump @CDCgov Do you get the feeling Americans are not buying the fear porn and Wuhan bullshit anymore?? Soon we'll be burning our masks. National burn your mask day. It's coming! #Scamdemic #Plandemic,2
3993,3993,school closures,@CP24 Why are we NOT talking this seriously in Canada? Why are we so arrogant to think that we are immune to this!? Why would the convention take place??? This is insane. #COVID19,1
2886,2886,stay at home orders,"@NPR #Covid-19 doesn't care. It will win all the games, go to all the beaches, parks, stores, churches and is very well-travelled. The virus wants YOU!",1
4264,4264,school closures,I've been in online college classes. All yall are about to get dumb as fuck. #COVID19 #coronavirus,2
2841,2841,stay at home orders,@AISDSupt A recent Yale study shows that probably half of infections are caused by people who are infected but not yet supporting symptoms. You cannot keep children and teachers safe of this is true. #virtualclassrooms,1
2890,2890,stay at home orders,"Anyone that thinks death is better than economic hardship has never been poor.

Anyone that thinks death is better than economic hardship deserves to become poor.

#Trump 
#lifetrumpsmoney
#coronavirus 
",1
361,361,face masks,Add @Academy to the list of places not enforcing the #Texas mask mandate. Lost my business today.,1
1004,1004,face masks,@jsolomonReports Unfortunately small businesses have been decimated with this 5 month forced lockdown. What happened to the United States of America :cry: We have lost our freedom while they get us ready or the forced #vaccines,2
3162,3162,stay at home orders,"@pwafork @LADowd Here in Ontario, population 13 million, we're averaging fewer than 130 cases per day, with ~10 deaths per day (that's people who died *with* COVID, not necessarily from it).  Recoveries are outpacing new cases.",2
2913,2913,stay at home orders,"@realDonaldTrump @realDonaldTrump 
If #schools and #universities do not open in the near future, why should they receive #funding, there should be a fundamental change in the education system
#ReopeningSchools",2
2859,2859,stay at home orders,"Score a point for me!/I am still alive, healthy!/Coronavirus #haiku #haikuchallenge #micropoetry #poetry #score #life #ShelterInPlace",1
4198,4198,school closures,"@RahulGandhi The priority of any government should be to provide education to students and not shutting it down. By shutting down schools &amp; online classes,the @CMOGuj government will make Teachers &amp; schools fall into debt trap.The adverse impact of such a move is multifaceted.",2
4277,4277,school closures,"@Oswego308 @OswegoIL60543 @ 
@oswegochamber  If our schools don't open in the fall I will be expecting a Tax refund similar to my reduced insurance rates.",2
430,430,face masks,"@HL23 I was at @ShopprsDrugMart yesterday and the lady behind me was refused entry for not having a mask, it was great! ",1
1326,1326,fauci,@BBCSport 1.#Covid_19.2.#lockdown. 3.#clapforourcarers.5.#StayHome.6.#SocialDistancing.7.#globalpandemic.8.facemask.9.#FlattenTheCurve.10.#contacttracing.11.#SecondWave and manager and their assistant will be #BillGates and #DrFauci,1
3817,3817,school closures,"@realDonaldTrump @Sept11Memorial How about $2 million for a memorial for all the people you killed with your COVID-19 conspiracies, incompetence, and nonstop lies? Or should wait until you’ve annihilated all of our children for the sake of your stupid fucking economy?",1
4415,4415,school closures,.@henrymcmaster is such a crybaby Trump lover. He is giving #CARESAct money to private schools. He is mad because public schools refuse to crave to his demands! #whataloser #TrumpFailedAmerica #mcmasterfailssouthcarolina #SouthCarolina,0
2787,2787,stay at home orders,Covid19 is real. I just lost cousing brother now.,1
2878,2878,stay at home orders,"True prevention is not waiting for bad things to happen, it's preventing things from happening in the first place.
#selfcare #mentalhealth #quarantine #exercise #mask #peventialhealth #community #washyourhands #cure #publichealth #immunesystem",1
1802,1802,fauci,"@KamalaHarris @JoeBiden Over 32,000 New Yorkers have died from coronavirus and Dr. Fauci calls it the model that all states should follow.

Let's end it now.",2
2782,2782,stay at home orders,"@abidlll @diprjk @kansalrohit69 @DrSyedSehrish @airnewsalerts @ANI @PTI_News @ddnews_jammu @ddnewsSrinagar @HealthMedicalE1 Brother we ourselves are as much responsible for our health n wellbeing.
We should follow all the guidelines wear face Masks and do our bit in this fight against Covid19.",1
2893,2893,stay at home orders,"117 doctors have lost their lives after Fighting for your well being.
It takes 6 years to become a doctor According to this At least 702 years of hard work your carelessness blew..Feel ashamed for this and  save the rest..Take some care follow guideline.",1
1788,1788,fauci,"@MarketWatch Please, find this guy a nice retirement home somewhere (not in New York, I’m not vindictive). His advice has been inconsistent and often terrible.",2
4304,4304,school closures,"Open schools , colleges and universities .
We should stand with teachers.
#StandWithTeachers",2
4310,4310,school closures,"And we do not know when these physical classrooms will happen. Parents cannot manage with apps at home, and the skilled teachers are preparing to normalise as far as possible. Till now it is ok. What if schools dont open till December? Year gone?",2
2790,2790,stay at home orders,Can @NAkufoAddo please lockdown. At this point it is the right call!,1
441,441,face masks,Don't be a COVIDIOT...,1
3860,3860,school closures,@Acosta The science should be the only thing that matters to reopen schools,1
2786,2786,stay at home orders,"Extremely concerned to hear about the news of Shri @SrBachchan Ji &amp; @juniorbachchan testing COVID Positive. My prayers for their speedy &amp; safe recovery. We look forward to seeing them hale and hearty. 
Once Again my appeal to everyone - #WearAMask",1
532,532,face masks,"Sad to think of the number of once in a lifetime events that have been lost forever.
#COVID19  has a survival rate of 99.88 % 

People are more likely to die in a car accident than from #COVID19 yet we are allowing a handful of ""experts"" to CONTROL OUR lives
#StopTesting",2
2896,2896,stay at home orders,@pbpost Shutdown Florida #shutdownnow #Floridalockdown,1
2907,2907,stay at home orders,@DineshDSouza I’m sure these protest have nothing to do with the rise in Covid cases!! 6 foot rule must have been cancelled for the protesters!! Lmao,2
2826,2826,stay at home orders,"@WesLeyDoutCold @ElijahSchaffer well what if they are unable to breathe haven’t eaten anything and barely drank anything for the past week due to the virus. can we just take it serious, i’d love everything going back to normal but that won’t happen if we keep spreading this virus.",1
2153,2153,fauci,"@mmpadellan I The Devil, stand with Fauci, only a lunatic and a pack of thieving liars wouldn’t! We had a small pox outbreak in Hell about 10 years ago, worst in a century. A little mask wearing and social distancing cleared it right up.",2
739,739,face masks,"I go out and everyone looks like a duplicate.

",2
989,989,face masks,"@RealDrRusty Hoax, farce, deception, fabrication, fiction, con job, flimflam,
hustle, falsehood, scam, hoodwink, fake, prevaricate, bogus, sham, phony, and just plain LIES !  #coronavirus",2
1036,1036,face masks,@mnhouseDFL #noBondingBill until Walz powers removed. #Scamdemic #covidHoax,2
2819,2819,stay at home orders,"DON'T RELY ABSOLUTELY 
on N95 , sanitizer or PPE 

Only guarantee for covid-19 prevention is social distancing

Avoid crowds in any means",1
4210,4210,school closures,"The World needs almost 69 million new teachers to reach the 2030 Education goals. How will we hire and retain good talent in our schools if we cannot pay them well? 
@CMOGuj
@imBhupendrasinh
 #SaveOurSchools",2
3075,3075,stay at home orders,"This is America. Just open up your business, store, restaurant etc and live life. Don’t throw away your rights because the government suddenly “cares” about you. Let’s move on #COVID19 ",2
3037,3037,stay at home orders,@d_mos77 @SteveBakerHW @tradegovuk @trussliz @Tussell_UK I think ‘basic due diligence’ left the room a long time ago before it could be applied to the Imperial virus model that was used to imprison the entire country!,2
3779,3779,school closures,"Don’t Experiment on our kids @GovTimWalz! Open Schools, Op Minnesota!",1
1686,1686,fauci,@mterr337 Look! @POTUS needs his #Rallies and funds are not substantial for the #SchoolBoard The #Witch Betty Dick wants schools to start under his rule...#DrFauci said the #Virus was going to re surfacing double times...,1
2830,2830,stay at home orders,@OregonGovBrown Good! Cases are spiking and it's essential that action is taken to stop the spread.,1
3983,3983,school closures,@Rschooley @Souldiva72 Not testing the theory on any child of mine.,1
1767,1767,fauci,"#TrumpPressBriefing

'Trump's May 1 target too optimistic for U.S. coronavirus reopening, Fauci says'

#DrFauci scourged himself yesterday to try and appease Kim Jong-Trump but today he's trying to get in trouble again by the looks of it!",2
3109,3109,stay at home orders,"if I visited Tescos bearing in mind its inside ,no social distancing ,no masks,no record of visitors

then got home and tested postive for #COVID19 rang them to inform them would they have to shut the store ??

 another crazy set of double standards, list goes on",2
3154,3154,stay at home orders,"@SarahTa71922357 @mgalvers @gmpolice Yeah, just open pubs &amp; clubs as it was before.",2
1552,1552,fauci,"Every time @realDonaldTrump @Mike_Pence #DrBirx or #DrFauci say ANYTHING positive re: 
how well US is fighting Wuhan #Coronavirus 
potential vaccines/therapies, 
extraordinarily low mortality rate,
leftists &amp; liberal media launch an assault? 
That's how much they hate America.",1
770,770,face masks,@CNBCtech No obviously YOURS &amp; Fauci’s Propaganda Spread Fast enough to Shut Down the world. Destroy Small mom&amp;pop businesses. Financially devastate millions of families. Shut down schools cause depression suicide as you withheld The CURE intentionally. You are evil. #FauciFraud,2
530,530,face masks,"@sniffydogs @WJIMAM Wear a mask to protect others....
Meanwhile @GovWhitmer is fine will killing more seniors.",1
3576,3576,stay at home orders,@fordnation Downtown Patio Bars are packed but kids still cant play on swing sets ? How Fkn Stupid is that?! @fordnation #Onpoli #Covididiots,0
3112,3112,stay at home orders,Hear me on this : the ones who work in healthcare are really the ones out here partying rn and they’re were also the ones that told us to stay inside and keep distance like a month ago ... #Hypocrites #COVID19,2
4238,4238,school closures,"@JoeSilverman7 When my kid started preK, we were at the docs once per month. Doc always said, hang in there, it’s better for him. Fast forward 6 years:other than well visits and vaccines, he hasn’t been sick. I’m willing to take my chances as a high risk mom...",2
2899,2899,stay at home orders,@DanielAndrewsMP It's alarming however that 25% of new positives are not staying home. How is that going to be addressed? #covidpositive ?,1
4262,4262,school closures,Anyone opposing the shut down of schools is crook.,2
1519,1519,fauci,"#WeReopenSchoolsWhen    

When @realDonaldTrump releases his tax-returns 
When @realDonaldTrump listens to top health experts 
When @realDonaldTrump makes the kkk a terrorist organization

When we have a vaccine!#Covid_19 #coronavaccine #facemasks #CowardinChief ",1
3807,3807,school closures,Everyone is worried for the students but don’t forget about teachers too! Most teachers are of an older age which leaves them more vulnerable to COVID-19,1
2806,2806,stay at home orders,Before and after/That's how I see my life now/Coronavirus #haiku #haikuchallenge #micropoetry #poetry #before #beforeandafter #CoronavirusPandemic #ShelterInPlace #WearADamnMask,1
1581,1581,fauci,"@JaniceDean Who should I trust on guidance about #COVID19?
Meteorologist on Fox News or Director of
The National Institute of Allergy and Infectious Diseases?",1
4054,4054,school closures,"Remember when people said, ""Imagine if Covid-19 killed children instead of the elderly...how would we react then?""

Do we want to find out?",1
3929,3929,school closures,"Please tell the government to shut down schools and pay teachers without bringing up the child support grant as if it's not important yona. I don't understand why people always attack people who earn grant, it's for kids, they are innocent they need it.",1
